round,client_id,task,accuracy,loss,samples_processed,correct_predictions,f1_score,pearson_correlation,spearman_correlation,mae,mse,rmse,val_accuracy,val_loss,val_samples,val_correct_predictions,val_f1_score,val_pearson_correlation,val_spearman_correlation,val_mae,global_model_val_accuracy,global_model_val_loss,global_model_val_samples,global_model_val_correct_predictions,global_model_val_f1,global_model_val_precision,global_model_val_recall,global_model_val_pearson,global_model_val_spearman,timestamp
1,sst2_client_2,sst2,0.8545060697684913,0.363826627959119,22159,18935,0.8546462996135906,,,,,,0.8956422018348624,0.27916577267845016,872,781,0.8957528611664688,,,,0.5573394495412844,0.6867933552199548,872,486,0.533816425120773,0.6088154269972452,0.4752688172043011,,,2026-02-22 22:47:44
1,sst2_client_1,sst2,0.8534229884020037,0.3649024343012163,22159,18911,0.853640424811153,,,,,,0.8956422018348624,0.3237975012135068,872,781,0.8955373776450121,,,,0.5573394495412844,0.6867933557667864,872,486,0.533816425120773,0.6088154269972452,0.4752688172043011,,,2026-02-22 22:48:15
1,sst2_client_3,sst2,0.8517532379620019,0.37019417224626733,22159,18874,0.8518994121211402,,,,,,0.9002293577981652,0.36079862886407504,872,785,0.9002874050805065,,,,0.5573394495412844,0.6867933524857968,872,486,0.533816425120773,0.6088154269972452,0.4752688172043011,,,2026-02-22 22:48:44
2,sst2_client_1,sst2,0.9307730493253306,0.23927944501694243,22159,20625,0.9308291281063122,,,,,,0.9185779816513762,0.3459321966772865,872,801,0.9184961957450093,,,,0.9036697247706422,0.298632368885425,872,788,0.9088937093275489,0.9168490153172867,0.9010752688172043,,,2026-02-22 22:58:11
2,sst2_client_2,sst2,0.928290987860463,0.24301498221550372,22159,20570,0.9283447696364524,,,,,,0.911697247706422,0.3422541397350302,872,795,0.9117281360400626,,,,0.9036697247706422,0.2986323692293308,872,788,0.9088937093275489,0.9168490153172867,0.9010752688172043,,,2026-02-22 22:58:39
2,sst2_client_3,sst2,0.930412022203168,0.24049121365243223,22159,20617,0.9304553728909054,,,,,,0.9071100917431193,0.38490366921845587,872,791,0.9072007951006664,,,,0.9036697247706422,0.29863236787506814,872,788,0.9088937093275489,0.9168490153172867,0.9010752688172043,,,2026-02-22 22:59:08
3,sst2_client_1,sst2,0.9625885644659055,0.1524272194075262,22159,21330,0.9626036936681042,,,,,,0.9174311926605505,0.39981896158600433,872,800,0.9174181000781482,,,,0.9174311926605505,0.35011437682887764,872,800,0.9222462203023758,0.9262472885032538,0.9182795698924732,,,2026-02-22 23:08:19
3,sst2_client_2,sst2,0.9627690780269867,0.15113294706164523,22159,21334,0.962784134229416,,,,,,0.9185779816513762,0.42478972986616076,872,801,0.9185440744234923,,,,0.9174311926605505,0.35011437653837335,872,800,0.9222462203023758,0.9262472885032538,0.9182795698924732,,,2026-02-22 23:08:45
3,sst2_client_3,sst2,0.9624983076853648,0.15142276938281793,22159,21328,0.9625119826740909,,,,,,0.911697247706422,0.46644756383072467,872,795,0.9115893451504083,,,,0.9174311926605505,0.3501143776170841,872,800,0.9222462203023758,0.9262472885032538,0.9182795698924732,,,2026-02-22 23:09:11
4,sst2_client_1,sst2,0.980053251500519,0.08620999689681984,22159,21717,0.9800592251194981,,,,,,0.9197247706422018,0.5347271398786354,872,802,0.9196840114498395,,,,0.9220183486238532,0.4249422537406411,872,804,0.9271948608137045,0.9232409381663113,0.9311827956989247,,,2026-02-22 23:18:15
4,sst2_client_2,sst2,0.9786993997924094,0.09556586259036669,22159,21687,0.9787038316139813,,,,,,0.926605504587156,0.4280788738956331,872,808,0.9265238994490634,,,,0.9220183486238532,0.424942252842828,872,804,0.9271948608137045,0.9232409381663113,0.9311827956989247,,,2026-02-22 23:18:42
4,sst2_client_3,sst2,0.9793763256464642,0.0915939272568649,22159,21702,0.9793819811132334,,,,,,0.9128440366972477,0.5159606536855139,872,796,0.9128154662595986,,,,0.9220183486238532,0.4249422491390318,872,804,0.9271948608137045,0.9232409381663113,0.9311827956989247,,,2026-02-22 23:19:08
5,sst2_client_2,sst2,0.9865517396994449,0.06121585144743149,22159,21861,0.9865531501214785,,,,,,0.9139908256880734,0.5792546696951447,872,797,0.9140856209193201,,,,0.9220183486238532,0.47052486756508916,872,804,0.927505330490405,0.919661733615222,0.9354838709677419,,,2026-02-22 23:28:20
5,sst2_client_1,sst2,0.9878604630172841,0.058820379661819674,22159,21890,0.9878606553042875,,,,,,0.9174311926605505,0.5439971322242136,872,800,0.9175199356294466,,,,0.9220183486238532,0.4705248739006459,872,804,0.927505330490405,0.919661733615222,0.9354838709677419,,,2026-02-22 23:28:48
5,sst2_client_3,sst2,0.9873189223340404,0.05979399901579354,22159,21878,0.987320843767104,,,,,,0.926605504587156,0.5282307368360882,872,808,0.9265075415953973,,,,0.9220183486238532,0.47052487450461716,872,804,0.927505330490405,0.919661733615222,0.9354838709677419,,,2026-02-22 23:29:18
6,sst2_client_2,sst2,0.9920122749221535,0.03918001249462594,22159,21982,0.9920119785153727,,,,,,0.9220183486238532,0.5651021665184456,872,804,0.9218769786687473,,,,0.9254587155963303,0.5165708057957257,872,807,0.9292709466811752,0.9405286343612335,0.9182795698924732,,,2026-02-22 23:38:35
6,sst2_client_1,sst2,0.9922379168735052,0.03754087789888651,22159,21987,0.9922380807401031,,,,,,0.926605504587156,0.5386534436960023,872,808,0.9266357272175129,,,,0.9254587155963303,0.5165708046456572,872,807,0.9292709466811752,0.9405286343612335,0.9182795698924732,,,2026-02-22 23:39:03
6,sst2_client_3,sst2,0.9919671465318832,0.0385581827233973,22159,21981,0.9919679889987355,,,,,,0.9208715596330275,0.6079733433136693,872,803,0.9208887987397928,,,,0.9254587155963303,0.516570792278465,872,807,0.9292709466811752,0.9405286343612335,0.9182795698924732,,,2026-02-22 23:39:27
7,sst2_client_2,sst2,0.9942686944356695,0.02831942742074785,22159,22032,0.9942683596956693,,,,,,0.9139908256880734,0.6490186500584952,872,797,0.9137539707166439,,,,0.9277522935779816,0.5513113698386214,872,809,0.932475884244373,0.9294871794871795,0.9354838709677419,,,2026-02-22 23:48:47
7,sst2_client_1,sst2,0.9944943363870211,0.02718454295030256,22159,22037,0.9944943363870211,,,,,,0.9197247706422018,0.6829044162427177,872,802,0.9196687074790638,,,,0.9277522935779816,0.551311360185862,872,809,0.932475884244373,0.9294871794871795,0.9354838709677419,,,2026-02-22 23:49:24
7,sst2_client_3,sst2,0.9930502278983708,0.03388078210335559,22159,22005,0.9930494872355514,,,,,,0.9220183486238532,0.6256266128306913,872,804,0.9220405859153259,,,,0.9277522935779816,0.551311358662934,872,809,0.932475884244373,0.9294871794871795,0.9354838709677419,,,2026-02-22 23:49:53
8,sst2_client_2,sst2,0.9948102351189133,0.024977992427615628,22159,22044,0.9948102076734111,,,,,,0.9151376146788991,0.7290867894203324,872,798,0.9151097960948722,,,,0.9254587155963303,0.6189755239145164,872,807,0.9303322615219722,0.9273504273504274,0.9333333333333333,,,2026-02-22 23:59:24
8,sst2_client_1,sst2,0.9955322893632385,0.022990287264293075,22159,22060,0.9955323601305742,,,,,,0.9231651376146789,0.6813245952537752,872,805,0.9231038441519382,,,,0.9254587155963303,0.6189755274208312,872,807,0.9303322615219722,0.9273504273504274,0.9333333333333333,,,2026-02-23 00:00:01
8,sst2_client_3,sst2,0.9957128029243197,0.020492155533398768,22159,22064,0.9957126893806659,,,,,,0.9197247706422018,0.7358502568101395,872,802,0.9197247706422018,,,,0.9254587155963303,0.6189755206889016,872,807,0.9303322615219722,0.9273504273504274,0.9333333333333333,,,2026-02-23 00:00:30
9,sst2_client_1,sst2,0.9964348571686448,0.01717306468877971,22159,22080,0.9964347627481327,,,,,,0.9254587155963303,0.7456237563495431,872,807,0.9254749553345872,,,,0.9208715596330275,0.7141043542328651,872,803,0.9258861439312567,0.924892703862661,0.9268817204301075,,,2026-02-23 00:09:47
9,sst2_client_2,sst2,0.9961189584367526,0.017563553066099715,22159,22073,0.9961191627764324,,,,,,0.908256880733945,0.8807604788359782,872,792,0.9080173158655485,,,,0.9208715596330275,0.7141043437691181,872,803,0.9258861439312567,0.924892703862661,0.9268817204301075,,,2026-02-23 00:10:15
9,sst2_client_3,sst2,0.9964348571686448,0.015858436836436746,22159,22080,0.9964349887224914,,,,,,0.9220183486238532,0.7460236371247898,872,804,0.921948184123303,,,,0.9208715596330275,0.7141043418257157,872,803,0.9258861439312567,0.924892703862661,0.9268817204301075,,,2026-02-23 00:10:45
10,sst2_client_2,sst2,0.9976081953156731,0.010854154280233876,22159,22106,0.9976083086985368,,,,,,0.9220183486238532,0.8678225396634425,872,804,0.9219927856006934,,,,0.9174311926605505,0.77963657150169,872,800,0.9229122055674519,0.9189765458422174,0.9268817204301075,,,2026-02-23 00:19:54
10,sst2_client_1,sst2,0.9972020398032402,0.014573784510663074,22159,22097,0.997202157749844,,,,,,0.9162844036697247,0.7718859035578318,872,799,0.9161629971788311,,,,0.9174311926605505,0.7796365771588576,872,800,0.9229122055674519,0.9189765458422174,0.9268817204301075,,,2026-02-23 00:20:24
10,sst2_client_3,sst2,0.997743580486484,0.008588808236661711,22159,22109,0.997743628122123,,,,,,0.9197247706422018,0.8662603266946205,872,802,0.9196687074790638,,,,0.9174311926605505,0.7796365770203078,872,800,0.9229122055674519,0.9189765458422174,0.9268817204301075,,,2026-02-23 00:20:53
11,sst2_client_1,sst2,0.998014350828106,0.010292499569540424,22159,22115,0.9980143927474683,,,,,,0.9162844036697247,0.7563929471944411,872,799,0.9162641569362008,,,,0.9220183486238532,0.8239474532186348,872,804,0.9273504273504274,0.921443736730361,0.9333333333333333,,,2026-02-23 00:30:15
11,sst2_client_2,sst2,0.9979240940475653,0.00870430107416922,22159,22113,0.9979240940475653,,,,,,0.9220183486238532,0.8181360770368766,872,804,0.9219638872653761,,,,0.9220183486238532,0.8239474599130759,872,804,0.9273504273504274,0.921443736730361,0.9333333333333333,,,2026-02-23 00:30:46
11,sst2_client_3,sst2,0.9981046076086466,0.008816349063641652,22159,22117,0.9981046476225832,,,,,,0.9185779816513762,0.8968390082760315,872,801,0.9183988655839455,,,,0.9220183486238532,0.8239474530605413,872,804,0.9273504273504274,0.921443736730361,0.9333333333333333,,,2026-02-23 00:31:14
12,sst2_client_1,sst2,0.9986010199016201,0.007086321696280658,22159,22128,0.9986010715240157,,,,,,0.9208715596330275,0.9121651865653342,872,803,0.9207378894661691,,,,0.9185779816513762,0.8194555303472865,872,801,0.924548352816153,0.9138655462184874,0.9354838709677419,,,2026-02-23 00:40:23
12,sst2_client_2,sst2,0.9986010199016201,0.007477127516171626,22159,22128,0.9986010715240157,,,,,,0.9174311926605505,0.8420853585124507,872,800,0.9173569008364386,,,,0.9185779816513762,0.8194555431894947,872,801,0.924548352816153,0.9138655462184874,0.9354838709677419,,,2026-02-23 00:40:48
12,sst2_client_3,sst2,0.9985107631210794,0.005667313399437421,22159,22126,0.9985107867101914,,,,,,0.9220183486238532,0.8679306517521932,872,804,0.9220298824211748,,,,0.9185779816513762,0.819455539618832,872,801,0.924548352816153,0.9138655462184874,0.9354838709677419,,,2026-02-23 00:41:14
