epoch,train_loss,train_accuracy,timestamp
1,0.5269140354428675,0.7363834422657952,2026-02-25 15:00:57
2,0.38920091076354313,0.8404139433551199,2026-02-25 15:26:53
3,0.267857763350156,0.9155773420479303,2026-02-25 15:52:27
4,0.16462110305734562,0.9534313725490197,2026-02-25 16:12:47
5,0.10641008008510881,0.9714052287581699,2026-02-25 16:31:16
6,0.10123430096205985,0.9757625272331155,2026-02-25 16:48:58
7,0.06757744400070125,0.9839324618736384,2026-02-25 17:08:42
8,0.06043740444675125,0.9866557734204793,2026-02-25 17:26:55
9,0.038711804403825295,0.991557734204793,2026-02-25 17:45:15
10,0.0364277779712397,0.9926470588235294,2026-02-25 18:03:47
11,0.03346707287202904,0.9926470588235294,2026-02-25 18:21:55
12,0.02197656620483189,0.9959150326797386,2026-02-25 18:40:47
13,0.035061153093456775,0.9929193899782135,2026-02-25 18:59:10
14,0.02243895353642712,0.9948257080610022,2026-02-25 19:16:52
15,0.014263380896050571,0.9961873638344226,2026-02-25 19:35:57
16,0.013391031484374934,0.9975490196078431,2026-02-25 19:54:24
17,0.0131023602748101,0.9972766884531591,2026-02-25 20:05:29
18,0.013405674659629262,0.9972766884531591,2026-02-25 20:15:57
19,0.00443956185055812,0.9989106753812637,2026-02-25 20:26:20
20,0.0034228137870554935,0.9991830065359477,2026-02-25 20:36:56
21,0.006828430999856463,0.9983660130718954,2026-02-25 20:47:21
22,0.0016128627667295803,0.9994553376906318,2026-02-25 20:57:49
23,0.0016092861585820686,0.9997276688453159,2026-02-25 21:08:19
24,0.0006084749472228552,0.9997276688453159,2026-02-25 21:18:56
25,0.0026778344610612096,0.9991830065359477,2026-02-25 21:29:20
