epoch,train_loss,train_accuracy,timestamp
1,1.3335894088828026,"tensor(0.1395, device='cuda:0')",2026-02-25 23:38:48
2,0.7038375399306529,"tensor(0.4387, device='cuda:0')",2026-02-25 23:55:16
3,0.5552317675035027,"tensor(0.6382, device='cuda:0')",2026-02-26 00:12:11
4,0.44259990100167634,"tensor(0.7086, device='cuda:0')",2026-02-26 00:26:32
5,0.3626052197960371,"tensor(0.7458, device='cuda:0')",2026-02-26 00:40:38
6,0.277543250758453,"tensor(0.8146, device='cuda:0')",2026-02-26 00:54:13
7,0.24759737172871268,"tensor(0.8365, device='cuda:0')",2026-02-26 01:07:45
8,0.22082831171390258,"tensor(0.8453, device='cuda:0')",2026-02-26 01:21:45
9,0.19349884551611057,"tensor(0.8708, device='cuda:0')",2026-02-26 01:35:22
10,0.16671941851797914,"tensor(0.8770, device='cuda:0')",2026-02-26 01:49:03
11,0.1519280173859552,"tensor(0.8982, device='cuda:0')",2026-02-26 02:02:49
12,0.13684866141660937,"tensor(0.8964, device='cuda:0')",2026-02-26 02:16:29
13,0.1269216490821927,"tensor(0.9128, device='cuda:0')",2026-02-26 02:30:38
14,0.11057263328798843,"tensor(0.9196, device='cuda:0')",2026-02-26 02:44:04
15,0.10398362863710836,"tensor(0.9224, device='cuda:0')",2026-02-26 02:57:44
16,0.09385208286611098,"tensor(0.9325, device='cuda:0')",2026-02-26 03:11:11
17,0.08605111475956899,"tensor(0.9412, device='cuda:0')",2026-02-26 03:21:24
18,0.07778922118477635,"tensor(0.9440, device='cuda:0')",2026-02-26 03:31:53
19,0.0707154806512513,"tensor(0.9468, device='cuda:0')",2026-02-26 03:41:57
20,0.06609164730633024,"tensor(0.9539, device='cuda:0')",2026-02-26 03:52:05
21,0.06058315791870657,"tensor(0.9540, device='cuda:0')",2026-02-26 04:02:16
22,0.05803174584713604,"tensor(0.9554, device='cuda:0')",2026-02-26 04:12:24
23,0.05174278661948314,"tensor(0.9639, device='cuda:0')",2026-02-26 04:22:25
24,0.0482443456758598,"tensor(0.9644, device='cuda:0')",2026-02-26 04:32:34
25,0.04496763364623714,"tensor(0.9674, device='cuda:0')",2026-02-26 04:42:46
