num_clients,round_num,average_accuracy,accuracy_std,worst_client_accuracy,best_client_accuracy,average_precision,precision_std,average_recall,recall_std,average_f1_score,f1_score_std,total_communication_time,average_client_latency,aggregation_time,memory_usage_mb,cpu_utilization,throughput_samples_per_sec
2,1,0.28695362028695365,0.28695362028695365,0.0,0.5739072405739073,0.27409547264473233,0.27409547264473233,0.28695362028695365,0.28695362028695365,0.24726299306897467,0.24726299306897467,4.797134160995483,1.5280812978744507,0.01705002784729004,1654.35546875,100.0,416.70609271879306
4,2,0.3841341341341341,0.3948642247445305,0.0,0.8975642308975642,0.38375362212814723,0.39104567209178787,0.3841341341341341,0.3948642247445305,0.36877904361113734,0.3832780309586371,7.127787828445435,2.315552234649658,0.024006128311157227,2437.625,100.0,560.9023268972677
6,3,0.5214659103547993,0.384097359162753,0.0,0.9319319319319319,0.5087847442060824,0.3819911870640045,0.5214659103547993,0.384097359162753,0.5061107166274302,0.38114985213435126,9.66811490058899,3.3321481148401895,0.03424406051635742,3270.76953125,93.8,620.1820303004066
8,4,0.6242492492492493,0.3732995447662577,0.0,0.95995995995996,0.612246077012994,0.36869835641746157,0.6242492492492493,0.3732995447662577,0.6016106593008752,0.37042522619965196,12.177917957305908,4.361050963401794,0.0431828498840332,4153.63671875,93.8,656.4332784694766
8,5,0.6561978645311979,0.3884228549432711,0.0,0.980980980980981,0.6202320727964135,0.37334831516052547,0.6561978645311979,0.3884228549432711,0.6341459651453917,0.37926931028403393,12.43200421333313,4.449988424777985,0.042798757553100586,4480.94140625,93.8,643.0170478615754
8,6,0.6670003336670003,0.3923241847591878,0.0,0.980980980980981,0.6525380549734059,0.3853685806129999,0.6670003336670003,0.3923241847591878,0.647436385898378,0.3841074811399821,12.329356908798218,4.421396017074585,0.042195796966552734,4714.7421875,93.7,648.3703903781817
8,7,0.6835168501835169,0.3993131858172134,0.0,0.980980980980981,0.674010551808251,0.3935946352539344,0.6835168501835169,0.3993131858172134,0.6726793828930362,0.39419524089597635,12.643314599990845,4.463017046451569,0.043001651763916016,4958.5078125,93.8,632.2701924468553
8,8,0.6995745745745745,0.4062658110802671,0.0,0.980980980980981,0.6912266302370003,0.40122802317111345,0.6995745745745745,0.4062658110802671,0.6942183580696498,0.40317953917691207,12.707383394241333,4.510695219039917,0.04260706901550293,5194.44921875,93.8,629.0824989489889
8,9,0.7108775442108776,0.4115453435163253,0.0,0.982982982982983,0.7032111912483021,0.4070378195565492,0.7108775442108776,0.4115453435163253,0.7066809054889462,0.40906218077470435,12.384287357330322,4.421677768230438,0.049422502517700195,5431.79296875,93.8,645.4945998564941
8,10,0.7188438438438438,0.41558532763860656,0.0,0.9863196529863196,0.7159751776675398,0.4138635056255339,0.7188438438438438,0.41558532763860656,0.7154894594389056,0.4136168142778566,12.71486520767212,4.416257351636887,0.04329419136047363,5683.15234375,93.8,628.7121865502075
