client_id,round_num,participated,participation_rate,consecutive_participations,total_participations,data_samples,data_distribution,data_heterogeneity_score,local_accuracy,local_precision,local_recall,local_f1_score,local_loss,contribution_weight,per_class_precision,per_class_recall,per_class_f1,confusion_matrix_flat,upload_time,download_time,parameter_size_bytes
no_lora_client_2,1,True,1.0,1,1,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.594260927594261,0.5369239422737365,0.594260927594261,0.5175939714946808,0.6601589955980816,999,"{'0': 0.6165357276468387, '1': 0.4104938271604938}","{'0': 0.8961392060902664, '1': 0.114853195164076}","{'0': 0.7304964539007093, '1': 0.1794871794871795}","[1648, 191, 1025, 133]",1.5310382843017578,0.0,15890432
no_lora_client_1,1,True,1.0,1,1,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.5839172505839173,0.5695990894789819,0.5839172505839173,0.5116463867221397,0.6701749821819326,999,"{'0': 0.5426997245179064, '1': 0.5895975702353834}","{'0': 0.1541471048513302, '1': 0.9034322280395579}","{'0': 0.2400975015234613, '1': 0.7135308982311049}","[197, 1081, 166, 1553]",1.533829927444458,0.0,15890432
no_lora_client_1,2,True,1.0,2,2,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.6876876876876877,0.7006873209599835,0.6876876876876877,0.665347446251969,0.6068107089983723,999,"{'0': 0.7401685393258427, '1': 0.6713347921225383}","{'0': 0.41236306729264477, '1': 0.8923792902850495}","{'0': 0.5296482412060302, '1': 0.7662337662337663}","[527, 751, 185, 1534]",1.281285285949707,0.0,15890432
no_lora_client_2,2,True,1.0,2,2,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.6546546546546547,0.654058223399383,0.6546546546546547,0.6005475413836473,0.6138156447461043,999,"{'0': 0.6549730146491904, '1': 0.652605459057072}","{'0': 0.9238716693855357, '1': 0.22711571675302245}","{'0': 0.7665237987818633, '1': 0.33696348494554773}","[1699, 140, 895, 263]",1.2840979099273682,0.0,15890432
no_lora_client_2,3,True,1.0,3,3,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.7207207207207207,0.7158871019508267,0.7207207207207207,0.7107993992369381,0.5617839559991523,999,"{'0': 0.7349906191369606, '1': 0.6855491329479769}","{'0': 0.8520935290918977, '1': 0.5120898100172712}","{'0': 0.789221858473936, '1': 0.5862580326248147}","[1567, 272, 565, 593]",1.2862327098846436,0.0,15890432
no_lora_client_1,3,True,1.0,3,3,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.7854521187854521,0.7848151549195935,0.7854521187854521,0.7836298354220677,0.5005653593590651,999,"{'0': 0.7763272410791993, '1': 0.7911255411255411}","{'0': 0.6979655712050078, '1': 0.8504944735311227}","{'0': 0.7350638648537289, '1': 0.8197364732268012}","[892, 386, 257, 1462]",1.2839181423187256,0.0,15890432
no_lora_client_1,4,True,1.0,4,4,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.8581915248581915,0.8579362432605474,0.8581915248581915,0.8580030369582347,0.3838787554275422,999,"{'0': 0.8403830806065443, '1': 0.8709862385321101}","{'0': 0.823943661971831, '1': 0.883653286794648}","{'0': 0.8320821809561438, '1': 0.8772740398498412}","[1053, 225, 200, 1519]",1.291388750076294,0.0,15890432
no_lora_client_2,4,True,1.0,4,4,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.7794461127794461,0.777226398240891,0.7794461127794461,0.7775522756331978,0.4875939106815076,999,"{'0': 0.8048654244306418, '1': 0.7333333333333333}","{'0': 0.845568243610658, '1': 0.6744386873920553}","{'0': 0.8247149297268629, '1': 0.7026540710751237}","[1555, 284, 377, 781]",1.2907917499542236,0.0,15890432
no_lora_client_2,5,True,1.0,5,5,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.8294961628294961,0.828657211060201,0.8294961628294961,0.8289304765191116,0.40755937559894784,999,"{'0': 0.8535676251331203, '1': 0.7890974084003575}","{'0': 0.8716693855356172, '1': 0.7625215889464594}","{'0': 0.8625235404896422, '1': 0.7755819060166886}","[1603, 236, 275, 883]",1.284163475036621,0.0,15890432
no_lora_client_1,5,True,1.0,5,5,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.8888888888888888,0.888900215808152,0.8888888888888888,0.888894451771646,0.2977516008590264,999,"{'0': 0.8694292415949961, '1': 0.9033760186263097}","{'0': 0.8701095461658842, '1': 0.9028504944735312}","{'0': 0.8697692608525616, '1': 0.9031131800989235}","[1112, 166, 167, 1552]",1.28066086769104,0.0,15890432
no_lora_client_1,6,True,1.0,5,6,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.9215882549215882,0.9216744778148287,0.9215882549215882,0.9216229168340416,0.22598811073435676,999,"{'0': 0.9052059052059052, '1': 0.9339181286549708}","{'0': 0.9115805946791862, '1': 0.9290285049447353}","{'0': 0.9083820662768031, '1': 0.931466899970837}","[1165, 113, 122, 1597]",1.285207748413086,0.0,15890432
no_lora_client_2,6,True,1.0,5,6,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.8808808808808809,0.8809395731040358,0.8808808808808809,0.8809093107152616,0.3145099090678351,999,"{'0': 0.9035947712418301, '1': 0.8449612403100775}","{'0': 0.9021207177814029, '1': 0.8471502590673575}","{'0': 0.9028571428571428, '1': 0.8460543337645536}","[1659, 180, 177, 981]",1.3209924697875977,0.0,15890432
no_lora_client_2,7,True,1.0,5,7,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.9112445779112446,0.9116034208806129,0.9112445779112446,0.9113818903274553,0.2507624872935512,999,"{'0': 0.9323804288070369, '1': 0.8786078098471987}","{'0': 0.9222403480152257, '1': 0.8937823834196891}","{'0': 0.9272826681246583, '1': 0.8861301369863014}","[1696, 143, 123, 1035]",1.3067131042480469,0.0,15890432
no_lora_client_1,7,True,1.0,5,7,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.943943943943944,0.9439849280185139,0.943943943943944,0.9439605833048456,0.17309638664678292,999,"{'0': 0.9322429906542056, '1': 0.9527145359019265}","{'0': 0.9366197183098591, '1': 0.9493891797556719}","{'0': 0.9344262295081968, '1': 0.951048951048951}","[1197, 81, 87, 1632]",1.3077821731567383,0.0,15890432
no_lora_client_1,8,True,1.0,5,8,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.955955955955956,0.9560045278055082,0.955955955955956,0.9559733040964535,0.14245012262589718,999,"{'0': 0.9455676516329704, '1': 0.9637638807714787}","{'0': 0.9514866979655712, '1': 0.9592786503781268}","{'0': 0.9485179407176287, '1': 0.9615160349854227}","[1216, 62, 70, 1649]",1.2873847484588623,0.0,15890432
no_lora_client_2,8,True,1.0,5,8,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.9292625959292626,0.9298254489113567,0.9292625959292626,0.929434200573093,0.19783739771240602,999,"{'0': 0.9501936912008855, '1': 0.8974789915966387}","{'0': 0.9336595976073954, '1': 0.9222797927461139}","{'0': 0.9418540866703237, '1': 0.909710391822828}","[1717, 122, 90, 1068]",1.3075358867645264,0.0,15890432
no_lora_client_2,9,True,1.0,5,9,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.9502836169502836,0.9503720361039815,0.9502836169502836,0.950318865450175,0.156058353978017,999,"{'0': 0.9617486338797814, '1': 0.9323050556983719}","{'0': 0.957041870581838, '1': 0.9395509499136442}","{'0': 0.9593894794221859, '1': 0.9359139784946237}","[1760, 79, 70, 1088]",1.295217752456665,0.0,15890432
no_lora_client_1,9,True,1.0,5,9,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.9673006339673006,0.9672949184660499,0.9673006339673006,0.9672973363996111,0.11064481035505654,999,"{'0': 0.9623824451410659, '1': 0.9709471237652527}","{'0': 0.9608763693270735, '1': 0.9720767888307156}","{'0': 0.961628817541112, '1': 0.9715116279069768}","[1228, 50, 48, 1671]",1.295743703842163,0.0,15890432
no_lora_client_1,10,True,1.0,5,10,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.08597091101504192,999,"{'0': 0.9710485133020345, '1': 0.9784758580570099}","{'0': 0.9710485133020345, '1': 0.9784758580570099}","{'0': 0.9710485133020345, '1': 0.9784758580570099}","[1241, 37, 37, 1682]",1.2840290069580078,0.0,15890432
no_lora_client_2,10,True,1.0,5,10,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.9579579579579579,0.9583890727352429,0.9579579579579579,0.9580599493972156,0.12418830377990922,999,"{'0': 0.9739900387382402, '1': 0.9336134453781513}","{'0': 0.957041870581838, '1': 0.959412780656304}","{'0': 0.9654415798134942, '1': 0.9463373083475298}","[1760, 79, 47, 1111]",1.2873144149780273,0.0,15890432
no_lora_client_1,11,True,1.0,5,11,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.974974974974975,0.9749678140602989,0.974974974974975,0.9749686211989413,0.08401153103088733,999,"{'0': 0.9725058915946583, '1': 0.9767981438515081}","{'0': 0.9687010954616588, '1': 0.9796393251890634}","{'0': 0.9705997647981184, '1': 0.9782166715074063}","[1238, 40, 35, 1684]",1.2796871662139893,0.0,15890432
no_lora_client_2,11,True,1.0,5,11,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.964964964964965,0.9649837175676969,0.964964964964965,0.9649733266809594,0.10351370381457466,999,"{'0': 0.9722222222222222, '1': 0.9534883720930233}","{'0': 0.9706362153344209, '1': 0.9559585492227979}","{'0': 0.9714285714285714, '1': 0.9547218628719275}","[1785, 54, 51, 1107]",1.2896544933319092,0.0,15890432
no_lora_client_1,12,True,1.0,5,12,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.982982982982983,0.9829900813507371,0.982982982982983,0.9829855267760016,0.06097791950026202,999,"{'0': 0.9789227166276346, '1': 0.986013986013986}","{'0': 0.9812206572769953, '1': 0.9842931937172775}","{'0': 0.9800703399765534, '1': 0.9851528384279477}","[1254, 24, 27, 1692]",1.2983593940734863,0.0,15890432
no_lora_client_2,12,True,1.0,5,12,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.977977977977978,0.9780912095039453,0.977977977977978,0.9780054159452982,0.07254580218620875,999,"{'0': 0.986286341195831, '1': 0.965076660988075}","{'0': 0.977705274605764, '1': 0.9784110535405872}","{'0': 0.9819770617149098, '1': 0.9716981132075472}","[1798, 41, 25, 1133]",1.2954826354980469,0.0,15890432
no_lora_client_2,13,True,1.0,5,13,999,"{""class_0"": 613, ""class_1"": 386}",0.017742174447321513,0.97997997997998,0.9800199122561374,0.97997997997998,0.9799926176604552,0.07073628470281917,999,"{'0': 0.985800109229929, '1': 0.9708404802744426}","{'0': 0.9815116911364872, '1': 0.9775474956822107}","{'0': 0.9836512261580381, '1': 0.9741824440619621}","[1805, 34, 26, 1132]",1.333017110824585,0.0,15890432
no_lora_client_1,13,True,1.0,5,13,999,"{""class_0"": 426, ""class_1"": 573}",0.01756272717838027,0.9843176509843177,0.9843152898589478,0.9843176509843177,0.9843136692846699,0.05215195177379187,999,"{'0': 0.983503534956795, '1': 0.9849187935034803}","{'0': 0.9796557120500783, '1': 0.987783595113438}","{'0': 0.9815758526068209, '1': 0.9863491141446413}","[1252, 26, 21, 1698]",1.3349130153656006,0.0,15890432
