client_id,round_num,participated,participation_rate,consecutive_participations,total_participations,data_samples,data_distribution,data_heterogeneity_score,local_accuracy,local_precision,local_recall,local_f1_score,local_loss,contribution_weight,per_class_precision,per_class_recall,per_class_f1,confusion_matrix_flat,upload_time,download_time,parameter_size_bytes
no_lora_client_1,1,True,1.0,1,1,999,"{""class_0"": 426, ""class_1"": 573}",0.5405688342313061,0.5739072405739073,0.5481909452894647,0.5739072405739073,0.49452598613794935,0.6785866432089024,999,"{'0': 0.5015105740181269, '1': 0.5828957239309828}","{'0': 0.1298904538341158, '1': 0.9040139616055847}","{'0': 0.20633934120571784, '1': 0.7087799315849487}","[166, 1112, 165, 1554]",1.5283026695251465,0.0,15890432
no_lora_client_3,1,True,1.0,1,1,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 1000, ""bin_3"": 0, ""bin_4"": 0}",1.097945399680406,0.0,0.0,0.0,0.0,0.03710823784281731,1000,{},{},{},[],1.5278599262237549,0.0,15890432
no_lora_client_3,2,True,1.0,2,2,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 1000, ""bin_3"": 0, ""bin_4"": 0}",1.7910925802403515,0.0,0.0,0.0,0.0,0.007320311583859462,1000,{},{},{},[],2.1905407905578613,0.0,15890432
no_lora_client_1,2,True,1.0,2,2,999,"{""class_0"": 426, ""class_1"": 573}",0.41756608535965567,0.6389723056389723,0.6612069604820239,0.6389723056389723,0.5898823207012581,0.6434803740688102,999,"{'0': 0.7085106382978723, '1': 0.6260387811634349}","{'0': 0.2605633802816901, '1': 0.9203025014543339}","{'0': 0.38100686498855835, '1': 0.7451719265190768}","[333, 945, 137, 1582]",2.198683977127075,0.0,15890432
no_lora_client_6,2,True,0.5,1,1,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 196, ""bin_4"": 804}",1.7910925802403517,0.0,0.0,0.0,0.0,0.10681963371600778,1000,{},{},{},[],2.4234464168548584,0.0,15890432
no_lora_client_4,2,True,0.5,1,1,999,"{""class_0"": 931, ""class_1"": 68}",0.845162776953635,0.8975642308975642,0.8738075280305652,0.8975642308975642,0.8852338537432911,0.39194536280064357,999,"{'0': 0.9321974965229486, '1': 0.0743801652892562}","{'0': 0.9598997493734336, '1': 0.04411764705882353}","{'0': 0.945845828188393, '1': 0.055384615384615386}","[2681, 112, 195, 9]",2.449537754058838,0.0,15890432
no_lora_client_6,3,True,0.6666666666666666,2,2,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 196, ""bin_4"": 804}",1.9451956081174446,0.0,0.0,0.0,0.0,0.006093242099735314,1000,{},{},{},[],2.8675456047058105,0.0,15890432
no_lora_client_1,3,True,1.0,3,3,999,"{""class_0"": 426, ""class_1"": 573}",0.33760156182101475,0.7447447447447447,0.7446640860039542,0.7447447447447447,0.7402102015380114,0.5564156289769229,999,"{'0': 0.7440532825880114, '1': 0.7451181911613566}","{'0': 0.6118935837245696, '1': 0.8435136707388017}","{'0': 0.6715328467153284, '1': 0.791268758526603}","[782, 496, 269, 1450]",3.185504674911499,0.0,15890432
no_lora_client_4,3,True,0.6666666666666666,2,2,999,"{""class_0"": 931, ""class_1"": 68}",0.9631963378560684,0.9319319319319319,0.868497125754383,0.9319319319319319,0.8990970244856256,0.2628524561250021,999,"{'0': 0.9319319319319319, '1': 0.0}","{'0': 1.0, '1': 0.0}","{'0': 0.9647668393782384, '1': 0.0}","[2793, 0, 204, 0]",3.2699062824249268,0.0,15890432
no_lora_client_3,3,True,1.0,3,3,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 1000, ""bin_3"": 0, ""bin_4"": 0}",1.9451956081174444,0.0,0.0,0.0,0.0,0.007047037727066449,1000,{},{},{},[],3.3268797397613525,0.0,15890432
no_lora_client_2,3,True,0.3333333333333333,1,1,999,"{""class_0"": 613, ""class_1"": 386}",0.4238485731834778,0.5859192525859193,0.5151824592091558,0.5859192525859193,0.5038072897145154,0.6702068719283614,999,"{'0': 0.6109873793615441, '1': 0.36303630363036304}","{'0': 0.8950516585100599, '1': 0.09499136442141623}","{'0': 0.7262298698433708, '1': 0.15058179329226556}","[1646, 193, 1048, 110]",3.5708436965942383,0.0,15890432
no_lora_client_7,3,True,0.3333333333333333,1,1,999,"{""class_0"": 40, ""class_1"": 959}",0.75978593442597,0.8661995328661996,0.9243647942690016,0.8661995328661996,0.8935497840264294,0.4470065382737962,999,"{'0': 0.04823151125401929, '1': 0.9609084139985108}","{'0': 0.125, '1': 0.897115050399722}","{'0': 0.06960556844547564, '1': 0.9279165917670322}","[15, 105, 296, 2581]",3.7722086906433105,0.0,15890432
no_lora_client_3,4,True,1.0,4,4,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 1000, ""bin_3"": 0, ""bin_4"": 0}",2.0786912602891316,0.0,0.0,0.0,0.0,0.00657310514838962,1000,{},{},{},[],3.8707098960876465,0.0,15890432
no_lora_client_6,4,True,0.75,3,3,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 196, ""bin_4"": 804}",2.0786912602891316,0.0,0.0,0.0,0.0,0.005204735806694737,1000,{},{},{},[],3.9106833934783936,0.0,15890432
no_lora_client_2,4,True,0.5,2,2,999,"{""class_0"": 613, ""class_1"": 386}",0.32934971901261795,0.629295962629296,0.6453015559234986,0.629295962629296,0.5229836013995577,0.6370139358535646,999,"{'0': 0.627183787561146, '1': 0.674074074074074}","{'0': 0.9760739532354541, '1': 0.07858376511226252}","{'0': 0.7636673048287599, '1': 0.14075792730085074}","[1795, 44, 1067, 91]",4.317426919937134,0.0,15890432
no_lora_client_1,4,True,1.0,4,4,999,"{""class_0"": 426, ""class_1"": 573}",0.2917856124591686,0.8345011678345011,0.8340607831355423,0.8345011678345011,0.834097391420403,0.42457088457528874,999,"{'0': 0.8168557536466775, '1': 0.8468519568916619}","{'0': 0.7887323943661971, '1': 0.8685282140779523}","{'0': 0.802547770700637, '1': 0.8575531303848363}","[1008, 270, 226, 1493]",4.339745759963989,0.0,15890432
no_lora_client_7,4,True,0.5,2,2,999,"{""class_0"": 40, ""class_1"": 959}",0.75978593442597,0.95995995995996,0.9215231247263279,0.95995995995996,0.9403489291129741,0.22209178770660723,999,"{'0': 0.0, '1': 0.95995995995996}","{'0': 0.0, '1': 1.0}","{'0': 0.0, '1': 0.9795709908069459}","[0, 120, 0, 2877]",4.412590026855469,0.0,15890432
no_lora_client_4,4,True,0.75,3,3,999,"{""class_0"": 931, ""class_1"": 68}",0.78591051187095,0.9319319319319319,0.868497125754383,0.9319319319319319,0.8990970244856256,0.24880718798549087,999,"{'0': 0.9319319319319319, '1': 0.0}","{'0': 1.0, '1': 0.0}","{'0': 0.9647668393782384, '1': 0.0}","[2793, 0, 204, 0]",4.689151287078857,0.0,15890432
no_lora_client_5,4,True,0.25,1,1,999,"{""class_0"": 19, ""class_1"": 980}",0.8311469395607413,0.8818818818818819,0.9635579738235163,0.8818818818818819,0.920056044664864,0.41446463511419046,999,"{'0': 0.025559105431309903, '1': 0.9817436661698957}","{'0': 0.14035087719298245, '1': 0.8962585034013606}","{'0': 0.043243243243243246, '1': 0.9370554765291608}","[8, 49, 305, 2635]",4.790913105010986,0.0,15890432
no_lora_client_8,4,True,0.25,1,1,999,"{""class_0"": 789, ""class_1"": 210}",0.503288679092317,0.7564230897564231,0.6650280527406837,0.7564230897564231,0.6963022833235769,0.550351436018313,999,"{'0': 0.7891204521370541, '1': 0.19879518072289157}","{'0': 0.9438107308829742, '1': 0.05238095238095238}","{'0': 0.8595613697575991, '1': 0.0829145728643216}","[2234, 133, 597, 33]",4.55718731880188,0.0,15890432
no_lora_client_6,5,True,0.8,4,4,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 196, ""bin_4"": 804}",2.0786912602891316,0.0,0.0,0.0,0.0,0.005465436123173546,1000,{},{},{},[],3.988853693008423,0.0,15890432
no_lora_client_4,5,True,0.8,4,4,999,"{""class_0"": 931, ""class_1"": 68}",0.78591051187095,0.9319319319319319,0.868497125754383,0.9319319319319319,0.8990970244856256,0.2319874655869272,999,"{'0': 0.9319319319319319, '1': 0.0}","{'0': 1.0, '1': 0.0}","{'0': 0.9647668393782384, '1': 0.0}","[2793, 0, 204, 0]",4.3312976360321045,0.0,15890432
no_lora_client_2,5,True,0.6,3,3,999,"{""class_0"": 613, ""class_1"": 386}",0.32934971901261795,0.7027027027027027,0.7015604931575491,0.7027027027027027,0.6809297576500184,0.5857597841787591,999,"{'0': 0.7043103448275863, '1': 0.6971935007385525}","{'0': 0.88852637302882, '1': 0.4075993091537133}","{'0': 0.7857658090887233, '1': 0.514441416893733}","[1634, 205, 686, 472]",4.5333411693573,0.0,15890432
no_lora_client_1,5,True,1.0,5,5,999,"{""class_0"": 426, ""class_1"": 573}",0.2917856124591686,0.8842175508842175,0.8841842416304395,0.8842175508842175,0.8841999954543073,0.30907991489089987,999,"{'0': 0.8650980392156863, '1': 0.8983739837398373}","{'0': 0.8630672926447575, '1': 0.8999418266433973}","{'0': 0.864081472777125, '1': 0.8991572217378669}","[1103, 175, 172, 1547]",4.582118272781372,0.0,15890432
no_lora_client_8,5,True,0.4,2,2,999,"{""class_0"": 789, ""class_1"": 210}",0.503288679092317,0.7897897897897898,0.6237679120562003,0.7897897897897898,0.6970292440091097,0.48374815466542725,999,"{'0': 0.7897897897897898, '1': 0.0}","{'0': 1.0, '1': 0.0}","{'0': 0.8825503355704698, '1': 0.0}","[2367, 0, 630, 0]",4.571193695068359,0.0,15890432
no_lora_client_7,5,True,0.6,3,3,999,"{""class_0"": 40, ""class_1"": 959}",0.75978593442597,0.95995995995996,0.9215231247263279,0.95995995995996,0.9403489291129741,0.18216860798931628,999,"{'0': 0.0, '1': 0.95995995995996}","{'0': 0.0, '1': 1.0}","{'0': 0.0, '1': 0.9795709908069459}","[0, 120, 0, 2877]",4.615968704223633,0.0,15890432
no_lora_client_3,5,True,1.0,5,5,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 1000, ""bin_3"": 0, ""bin_4"": 0}",2.0786912602891316,0.0,0.0,0.0,0.0,0.0064387415663866455,1000,{},{},{},[],4.3282177448272705,0.0,15890432
no_lora_client_5,5,True,0.4,2,2,999,"{""class_0"": 19, ""class_1"": 980}",0.8311469395607413,0.980980980980981,0.9623236850464079,0.980980980980981,0.971562770451098,0.17989326840039915,999,"{'0': 0.0, '1': 0.980980980980981}","{'0': 0.0, '1': 1.0}","{'0': 0.0, '1': 0.9903991915108641}","[0, 57, 0, 2940]",4.648916482925415,0.0,15890432
no_lora_client_6,6,True,0.8333333333333334,5,5,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 196, ""bin_4"": 804}",2.0786912602891316,0.0,0.0,0.0,0.0,0.005200924970229309,1000,{},{},{},[],3.881100654602051,0.0,15890432
