round,responses_received,avg_accuracy,classification_accuracy,regression_accuracy,total_clients,active_clients,training_time,synchronization_events,global_model_version,global_sst2_val_accuracy,global_sst2_val_f1,global_qqp_val_accuracy,global_qqp_val_f1,global_stsb_val_pearson,global_stsb_val_spearman,timestamp
1,3,0.8001,0.8737,0.6529,3,3,1136.66,1,1,0.4989,0.4598,0.3931,0.5371,-0.0821,-0.0727,2026-02-03 23:54:48
2,3,0.8627,0.8975,0.7931,3,3,1117.39,2,2,0.7878,0.7730,0.7531,0.7438,0.5292,0.5154,2026-02-04 00:13:25
3,3,0.8850,0.9113,0.8322,3,3,1117.29,3,3,0.8532,0.8539,0.8213,0.7996,0.7771,0.7510,2026-02-04 00:32:03
4,3,0.8958,0.9209,0.8455,3,3,1116.16,4,4,0.8899,0.8950,0.8549,0.8288,0.8040,0.7615,2026-02-04 00:50:39
5,3,0.9035,0.9292,0.8521,3,3,1116.41,5,5,0.8991,0.9054,0.8692,0.8415,0.8155,0.7932,2026-02-04 01:09:15
6,3,0.9084,0.9359,0.8533,3,3,1116.39,6,6,0.9002,0.9061,0.8726,0.8451,0.8093,0.7974,2026-02-04 01:27:52
7,3,0.9153,0.9408,0.8644,3,3,1118.26,7,7,0.9094,0.9148,0.8838,0.8554,0.8001,0.7937,2026-02-04 01:46:30
8,3,0.9183,0.9462,0.8624,3,3,1116.15,8,8,0.9128,0.9179,0.8831,0.8543,0.8032,0.7968,2026-02-04 02:05:06
9,3,0.9238,0.9497,0.8720,3,3,1115.64,9,9,0.9243,0.9301,0.8855,0.8565,0.8062,0.7994,2026-02-04 02:23:42
10,3,0.9259,0.9534,0.8711,3,3,1116.41,10,10,0.9232,0.9290,0.8901,0.8613,0.8099,0.8028,2026-02-04 02:42:18
11,3,0.9281,0.9563,0.8718,3,3,1116.29,11,11,0.9289,0.9349,0.8890,0.8602,0.8114,0.7984,2026-02-04 03:00:54
12,3,0.9318,0.9588,0.8776,3,3,1116.32,12,12,0.9300,0.9361,0.8889,0.8600,0.8127,0.8025,2026-02-04 03:19:31
13,3,0.9330,0.9618,0.8754,3,3,1116.11,13,13,0.9312,0.9371,0.8913,0.8615,0.8227,0.8102,2026-02-04 03:38:07
14,3,0.9341,0.9638,0.8746,3,3,1116.85,14,14,0.9358,0.9413,0.8920,0.8625,0.8249,0.8136,2026-02-04 03:56:44
15,3,0.9349,0.9652,0.8743,3,3,1116.50,15,15,0.9323,0.9381,0.8923,0.8627,0.8279,0.8121,2026-02-04 04:15:20
16,3,0.9365,0.9670,0.8757,3,3,1115.75,16,16,0.9312,0.9370,0.8934,0.8635,0.8231,0.8118,2026-02-04 04:33:56
17,3,0.9399,0.9683,0.8830,3,3,1115.83,17,17,0.9346,0.9404,0.8926,0.8626,0.8251,0.8114,2026-02-04 04:52:32
18,3,0.9413,0.9698,0.8843,3,3,1115.54,18,18,0.9358,0.9417,0.8918,0.8613,0.8319,0.8166,2026-02-04 05:11:07
19,3,0.9414,0.9710,0.8822,3,3,1116.46,19,19,0.9335,0.9395,0.8933,0.8627,0.8332,0.8164,2026-02-04 05:29:44
20,3,0.9415,0.9717,0.8810,3,3,1116.24,20,20,0.9358,0.9417,0.8920,0.8621,0.8358,0.8177,2026-02-04 05:48:20
21,3,0.9428,0.9729,0.8826,3,3,1116.51,21,21,0.9369,0.9428,0.8935,0.8636,0.8346,0.8168,2026-02-04 06:06:57
22,3,0.9432,0.9737,0.8822,3,3,1116.68,22,22,0.9346,0.9406,0.8950,0.8650,0.8350,0.8159,2026-02-04 06:25:33
23,3,0.9456,0.9742,0.8885,3,3,1116.35,23,23,0.9358,0.9415,0.8963,0.8660,0.8354,0.8161,2026-02-04 06:44:10
24,3,0.9462,0.9755,0.8876,3,3,1115.73,24,24,0.9346,0.9404,0.8955,0.8650,0.8384,0.8179,2026-02-04 07:02:45
25,3,0.9453,0.9753,0.8854,3,3,1116.14,25,25,0.9369,0.9428,0.8966,0.8662,0.8382,0.8197,2026-02-04 07:21:21
