accuracy,client_id,device_type,gpu_memory_allocated_gb,gpu_memory_reserved_gb,gpu_memory_total_gb,gpu_memory_utilization_pct,gpu_name,loss,phase,round,samples_processed,task,timestamp
0.0,qqp_client,cuda,0.017563136,0.018874368,25.756696576,0.0681886201834022,NVIDIA RTX A5000,0.0,training_start,1,0,all_tasks,2025-11-01 16:30:41
0.7568334735071489,qqp_client,cuda,0.039387648,0.069206016,25.756696576,0.15292197073401592,NVIDIA RTX A5000,0.4957669388249836,task_complete,1,323408,qqp,2025-11-01 16:49:06
0.0,qqp_client,cuda,0.03939584,0.069206016,25.756696576,0.1529537760549189,NVIDIA RTX A5000,0.0,round_complete,1,0,all_tasks,2025-11-01 16:51:40
0.0,qqp_client,cuda,0.039387136,0.069206016,25.756696576,0.15291998290145947,NVIDIA RTX A5000,0.0,training_start,2,0,all_tasks,2025-11-01 16:51:40
0.788632315836343,qqp_client,cuda,0.039387648,0.069206016,25.756696576,0.15292197073401592,NVIDIA RTX A5000,0.4494293220040333,task_complete,2,323408,qqp,2025-11-01 17:10:00
0.0,qqp_client,cuda,0.03939584,0.069206016,25.756696576,0.1529537760549189,NVIDIA RTX A5000,0.0,round_complete,2,0,all_tasks,2025-11-01 17:12:33
0.0,qqp_client,cuda,0.039387136,0.069206016,25.756696576,0.15291998290145947,NVIDIA RTX A5000,0.0,training_start,3,0,all_tasks,2025-11-01 17:12:34
0.8016344679166872,qqp_client,cuda,0.039387648,0.069206016,25.756696576,0.15292197073401592,NVIDIA RTX A5000,0.4272934506466765,task_complete,3,323408,qqp,2025-11-01 17:28:49
0.0,qqp_client,cuda,0.03939584,0.069206016,25.756696576,0.1529537760549189,NVIDIA RTX A5000,0.0,round_complete,3,0,all_tasks,2025-11-01 17:31:26
0.0,qqp_client,cuda,0.039387136,0.069206016,25.756696576,0.15291998290145947,NVIDIA RTX A5000,0.0,training_start,4,0,all_tasks,2025-11-01 17:31:26
