round,responses_received,avg_accuracy,classification_accuracy,regression_accuracy,total_clients,active_clients,training_time,synchronization_events,global_model_version,global_sst2_val_accuracy,global_sst2_val_f1,global_qqp_val_accuracy,global_qqp_val_f1,global_stsb_val_pearson,global_stsb_val_spearman,timestamp
1,3,0.9095,0.9095,0.0000,3,3,389.28,1,1,0.0000,0.0000,0.4459,0.5194,0.0000,0.0000,2026-02-22 08:29:05
2,3,0.9152,0.9152,0.0000,3,3,394.48,2,2,0.0000,0.0000,0.6282,0.0052,0.0000,0.0000,2026-02-22 08:35:39
3,3,0.9197,0.9197,0.0000,3,3,387.75,3,3,0.0000,0.0000,0.6675,0.2246,0.0000,0.0000,2026-02-22 08:42:07
4,3,0.9229,0.9229,0.0000,3,3,388.19,4,4,0.0000,0.0000,0.6887,0.3276,0.0000,0.0000,2026-02-22 08:48:35
5,3,0.9262,0.9262,0.0000,3,3,389.02,5,5,0.0000,0.0000,0.7021,0.3867,0.0000,0.0000,2026-02-22 08:55:04
6,3,0.9294,0.9294,0.0000,3,3,377.16,6,6,0.0000,0.0000,0.7005,0.3714,0.0000,0.0000,2026-02-22 09:01:21
7,3,0.9321,0.9321,0.0000,3,3,380.28,7,7,0.0000,0.0000,0.7093,0.4126,0.0000,0.0000,2026-02-22 09:07:42
8,3,0.9344,0.9344,0.0000,3,3,377.24,8,8,0.0000,0.0000,0.7348,0.5167,0.0000,0.0000,2026-02-22 09:13:59
9,3,0.9364,0.9364,0.0000,3,3,388.02,9,9,0.0000,0.0000,0.7421,0.5471,0.0000,0.0000,2026-02-22 09:20:27
10,3,0.9385,0.9385,0.0000,3,3,378.83,10,10,0.0000,0.0000,0.7332,0.5071,0.0000,0.0000,2026-02-22 09:26:46
11,3,0.9396,0.9396,0.0000,3,3,389.62,11,11,0.0000,0.0000,0.7378,0.5209,0.0000,0.0000,2026-02-22 09:33:15
12,3,0.9417,0.9417,0.0000,3,3,392.06,12,12,0.0000,0.0000,0.7518,0.5745,0.0000,0.0000,2026-02-22 09:39:48
13,3,0.9427,0.9427,0.0000,3,3,379.54,13,13,0.0000,0.0000,0.7419,0.5380,0.0000,0.0000,2026-02-22 09:46:07
14,3,0.9451,0.9451,0.0000,3,3,379.48,14,14,0.0000,0.0000,0.7533,0.5792,0.0000,0.0000,2026-02-22 09:52:27
15,3,0.9448,0.9448,0.0000,3,3,389.06,15,15,0.0000,0.0000,0.7436,0.5428,0.0000,0.0000,2026-02-22 09:58:56
16,3,0.9459,0.9459,0.0000,3,3,385.94,16,16,0.0000,0.0000,0.7603,0.6022,0.0000,0.0000,2026-02-22 10:05:22
17,3,0.9474,0.9474,0.0000,3,3,384.10,17,17,0.0000,0.0000,0.7549,0.5795,0.0000,0.0000,2026-02-22 10:11:46
18,3,0.9480,0.9480,0.0000,3,3,381.56,18,18,0.0000,0.0000,0.7621,0.6065,0.0000,0.0000,2026-02-22 10:18:07
19,3,0.9479,0.9479,0.0000,3,3,381.47,19,19,0.0000,0.0000,0.7560,0.5839,0.0000,0.0000,2026-02-22 10:24:29
20,3,0.9490,0.9490,0.0000,3,3,393.01,20,20,0.0000,0.0000,0.7626,0.6059,0.0000,0.0000,2026-02-22 10:31:02
21,3,0.9492,0.9492,0.0000,3,3,387.85,21,21,0.0000,0.0000,0.7634,0.6070,0.0000,0.0000,2026-02-22 10:37:30
22,3,0.9499,0.9499,0.0000,3,3,389.38,22,22,0.0000,0.0000,0.7553,0.5760,0.0000,0.0000,2026-02-22 10:43:59
23,3,0.9503,0.9503,0.0000,3,3,392.86,23,23,0.0000,0.0000,0.7598,0.5948,0.0000,0.0000,2026-02-22 10:50:32
24,3,0.9507,0.9507,0.0000,3,3,377.06,24,24,0.0000,0.0000,0.7660,0.6143,0.0000,0.0000,2026-02-22 10:56:49
25,3,0.9512,0.9512,0.0000,3,3,389.35,25,25,0.0000,0.0000,0.7674,0.6201,0.0000,0.0000,2026-02-22 11:03:18
