epoch,train_loss,train_accuracy,timestamp
1,0.5878155085710659,0.701797385620915,2026-02-24 14:52:42
2,0.4832721295764503,0.7818627450980392,2026-02-24 15:01:02
3,0.4003536894040949,0.8404139433551199,2026-02-24 15:09:13
4,0.3401615559722019,0.8766339869281046,2026-02-24 15:17:22
5,0.2725314024190595,0.9169389978213508,2026-02-24 15:25:33
6,0.2388734219962029,0.9332788671023964,2026-02-24 15:34:14
7,0.1688851938792961,0.9564270152505446,2026-02-24 15:42:29
8,0.1513236364444072,0.960511982570806,2026-02-24 15:50:40
9,0.135396372977074,0.9662309368191722,2026-02-24 15:58:52
10,0.1069762394015326,0.9757625272331156,2026-02-24 16:07:35
11,0.0941725725253277,0.977668845315904,2026-02-24 16:15:49
12,0.086964567935917,0.9787581699346404,2026-02-24 16:24:02
13,0.0741353740051798,0.9836601307189542,2026-02-24 16:32:11
14,0.0577411700365633,0.988834422657952,2026-02-24 16:41:01
15,0.0531399265364241,0.988562091503268,2026-02-24 16:49:08
16,0.0417571017571394,0.9910130718954248,2026-02-24 16:57:13
17,0.0307204842745998,0.9940087145969498,2026-02-24 17:05:22
18,0.0318016827709223,0.9934640522875816,2026-02-24 17:14:11
19,0.0290587753703629,0.994281045751634,2026-02-24 17:22:20
20,0.0358616165364501,0.9921023965141612,2026-02-24 17:30:32
21,0.0301303819130318,0.9940087145969498,2026-02-24 17:38:41
22,0.03846321713671,0.9929193899782136,2026-02-24 17:47:28
23,0.0290177158793021,0.9956427015250544,2026-02-24 17:55:39
24,0.0334522939067389,0.9926470588235294,2026-02-24 18:03:46
25,0.2276998506811389,0.9507080610021786,2026-02-24 18:11:53
