epoch,train_loss,train_accuracy,timestamp
1,1.7448135217077525,-0.1738,2026-02-24 14:53:38
2,0.7380776663443872,0.4608,2026-02-24 15:01:59
3,0.5811633749871998,0.6145,2026-02-24 15:10:10
4,0.4994584933433578,0.6694,2026-02-24 15:18:18
5,0.433640383989235,0.6944,2026-02-24 15:26:28
6,0.3687903237970252,0.7532,2026-02-24 15:35:11
7,0.3318117228581717,0.7821,2026-02-24 15:43:25
8,0.3063174891910346,0.7792,2026-02-24 15:51:36
9,0.2658070143298211,0.825,2026-02-24 15:59:48
10,0.2550661524764745,0.7924,2026-02-24 16:08:30
11,0.2177211632698256,0.8547,2026-02-24 16:16:47
12,0.2109703386650609,0.8515,2026-02-24 16:24:58
13,0.1908311271231229,0.8702,2026-02-24 16:33:07
14,0.1612626299843248,0.8911,2026-02-24 16:41:56
15,0.1604168369737628,0.888,2026-02-24 16:50:05
16,0.1471940288320183,0.8974,2026-02-24 16:58:09
17,0.1360059322113577,0.9027,2026-02-24 17:06:18
18,0.1280429751867834,0.908,2026-02-24 17:15:06
19,0.1252152132013938,0.9087,2026-02-24 17:23:17
20,0.1187461654417552,0.9167,2026-02-24 17:31:27
21,0.1110875357121414,0.922,2026-02-24 17:39:37
22,0.10705994994159,0.9234,2026-02-24 17:48:23
23,0.1039701897713979,0.9291,2026-02-24 17:56:34
24,0.1040974162585501,0.9279,2026-02-24 18:04:42
25,0.113375329381009,0.9208,2026-02-24 18:12:48
