round,responses_received,avg_accuracy,classification_accuracy,regression_accuracy,total_clients,active_clients,training_time,synchronization_events,global_model_version,global_sst2_val_accuracy,global_sst2_val_f1,global_qqp_val_accuracy,global_qqp_val_f1,global_stsb_val_pearson,global_stsb_val_spearman,timestamp
1,3,0.6651,0.8104,0.3744,3,3,536.47,1,1,0.508,0.5554,0.6313,0.004,0.0234,0.0341,2026-02-04 20:32:14
2,3,0.7388,0.8416,0.5331,3,3,534.22,2,2,0.7695,0.7621,0.7411,0.6564,0.3117,0.2899,2026-02-04 20:41:09
3,3,0.7729,0.8573,0.6041,3,3,535.36,3,3,0.8108,0.8084,0.7874,0.7301,0.4668,0.4385,2026-02-04 20:50:04
4,3,0.7902,0.87,0.6308,3,3,541.37,4,4,0.8062,0.8005,0.8049,0.7558,0.5837,0.5507,2026-02-04 20:59:05
5,3,0.7981,0.878,0.6383,3,3,541.0,5,5,0.8222,0.8174,0.8103,0.7679,0.6229,0.5813,2026-02-04 21:08:06
6,3,0.8121,0.886,0.6645,3,3,545.56,6,6,0.8314,0.8297,0.8207,0.7783,0.6544,0.6097,2026-02-04 21:17:12
7,3,0.82,0.892,0.676,3,3,532.22,7,7,0.8452,0.8464,0.8188,0.7798,0.6736,0.6258,2026-02-04 21:26:04
8,3,0.8233,0.897,0.676,3,3,542.14,8,8,0.8394,0.8394,0.8248,0.7863,0.6852,0.6412,2026-02-04 21:35:06
9,3,0.8331,0.9013,0.6966,3,3,531.23,9,9,0.8486,0.8497,0.8304,0.7891,0.6869,0.6405,2026-02-04 21:43:57
10,3,0.8375,0.9055,0.7014,3,3,546.0,10,10,0.8727,0.8768,0.8331,0.7914,0.6877,0.6454,2026-02-04 21:53:03
11,3,0.8374,0.9082,0.6958,3,3,537.92,11,11,0.8796,0.8842,0.8292,0.7905,0.6867,0.6419,2026-02-04 22:02:01
12,3,0.841,0.9113,0.7005,3,3,540.66,12,12,0.8956,0.9012,0.8263,0.7881,0.6803,0.6395,2026-02-04 22:11:02
13,3,0.8441,0.9145,0.7031,3,3,539.49,13,13,0.9071,0.9139,0.8262,0.7897,0.6838,0.6457,2026-02-04 22:20:02
14,3,0.8455,0.9167,0.703,3,3,540.12,14,14,0.9014,0.9075,0.8329,0.7951,0.6881,0.6519,2026-02-04 22:29:02
15,3,0.8492,0.9183,0.711,3,3,538.14,15,15,0.8991,0.905,0.8274,0.7917,0.6908,0.653,2026-02-04 22:38:00
16,3,0.8508,0.9204,0.7115,3,3,525.64,16,16,0.8968,0.9026,0.825,0.7894,0.694,0.655,2026-02-04 22:46:45
17,3,0.85,0.9213,0.7075,3,3,510.3,17,17,0.9106,0.917,0.8297,0.7934,0.6816,0.6448,2026-02-04 22:55:16
18,3,0.8526,0.9229,0.7119,3,3,561.34,18,18,0.9048,0.911,0.8303,0.7937,0.6851,0.6495,2026-02-04 23:04:37
19,3,0.8562,0.9243,0.72,3,3,541.7,19,19,0.9025,0.9089,0.8278,0.7916,0.6852,0.6466,2026-02-04 23:13:39
20,3,0.8549,0.9254,0.7138,3,3,529.82,20,20,0.9071,0.9134,0.8303,0.7941,0.6824,0.6455,2026-02-04 23:22:29
21,3,0.8547,0.9258,0.7123,3,3,518.67,21,21,0.9151,0.9216,0.8304,0.7934,0.676,0.6409,2026-02-04 23:31:07
22,3,0.8572,0.9271,0.7174,3,3,517.19,22,22,0.922,0.9283,0.8315,0.7947,0.6795,0.6429,2026-02-04 23:39:44
23,3,0.8541,0.9283,0.7056,3,3,517.9,23,23,0.9232,0.9304,0.8292,0.7936,0.6771,0.6406,2026-02-04 23:48:22
24,3,0.8563,0.9287,0.7114,3,3,518.34,24,24,0.9266,0.9329,0.8329,0.7969,0.6767,0.6411,2026-02-04 23:57:01
25,3,0.8561,0.9291,0.7102,3,3,518.21,25,25,0.9209,0.9273,0.835,0.7981,0.6732,0.6395,2026-02-05 00:05:39
