epoch,train_loss,train_accuracy,timestamp
1,0.6361642317574528,0.6473311546840959,2026-02-26 07:26:37
2,0.6064202549151086,0.6914488017429193,2026-02-26 07:33:11
3,0.583252282054336,0.7058823529411765,2026-02-26 07:39:34
4,0.5636181034683402,0.7110566448801743,2026-02-26 07:45:59
5,0.5336527879266697,0.7461873638344226,2026-02-26 07:52:24
6,0.498268962945294,0.7633442265795207,2026-02-26 07:58:54
7,0.4605287063323074,0.7845860566448801,2026-02-26 08:05:08
8,0.4192432810051249,0.8183551198257081,2026-02-26 08:11:07
9,0.3890445472952587,0.8314270152505446,2026-02-26 08:17:05
10,0.3456764069257998,0.8597494553376906,2026-02-26 08:23:02
11,0.3055326582332322,0.883442265795207,2026-02-26 08:29:01
12,0.2809078967389458,0.8943355119825708,2026-02-26 08:35:03
13,0.2556514418795542,0.9030501089324618,2026-02-26 08:41:06
14,0.22079014520451,0.9193899782135077,2026-02-26 08:47:06
15,0.2023768679427555,0.9278322440087146,2026-02-26 08:53:12
16,0.1859385078744496,0.9338235294117648,2026-02-26 08:59:15
17,0.1744814618208602,0.9354575163398692,2026-02-26 09:05:18
18,0.1523707392311011,0.9463507625272332,2026-02-26 09:11:26
19,0.1524626674254329,0.9458061002178648,2026-02-26 09:17:29
20,0.1374278037777385,0.9526143790849672,2026-02-26 09:23:33
21,0.1378989127588363,0.9512527233115468,2026-02-26 09:29:37
22,0.1372473052619654,0.954520697167756,2026-02-26 09:35:40
23,0.1236674423463447,0.9613289760348585,2026-02-26 09:41:43
24,0.138441686335878,0.9537037037037036,2026-02-26 09:47:50
25,0.1319386143844031,0.9556100217864923,2026-02-26 09:53:59
