epoch,training_time,train_loss,train_accuracy,sst2_val_accuracy,sst2_val_f1,qqp_val_accuracy,qqp_val_f1,stsb_val_pearson,stsb_val_spearman,total_val_loss,gpu_usage,cpu_usage,memory_usage,timestamp
1,143.197363,1.9777459366093004,0.8424586960917757,0.0,0.0,0.0,0.0,0.8424586960917757,0.8413668521303558,0.766671779823113,2.646687730270523,9.7,47.6,2026-02-25 23:26:28
2,135.436244,0.613311659012522,0.8607731024595875,0.0,0.0,0.0,0.0,0.8607731024595875,0.8576388633453805,0.5818016494208194,2.646687730270523,10.1,46.8,2026-02-25 23:28:43
3,137.345821,0.4030491851788378,0.8534454138898007,0.0,0.0,0.0,0.0,0.8534454138898007,0.850725376374049,0.6359931533720266,2.646687730270523,10.0,46.8,2026-02-25 23:31:01
4,139.93669,0.2894736159788935,0.8547055907266188,0.0,0.0,0.0,0.0,0.8547055907266188,0.8531209314059006,0.6549594025028512,2.646687730270523,9.9,47.0,2026-02-25 23:33:21
5,142.436669,0.2106057069425408,0.8616085982898425,0.0,0.0,0.0,0.0,0.8616085982898425,0.8582750666308406,0.5822949193497288,2.646687730270523,9.9,47.2,2026-02-25 23:35:43
6,112.90721,0.1723910632466239,0.8503956186012158,0.0,0.0,0.0,0.0,0.8503956186012158,0.8471554504260336,0.6326649784249194,2.646687730270523,10.1,46.5,2026-02-25 23:37:36
7,142.458979,0.148818581911238,0.8570960269882208,0.0,0.0,0.0,0.0,0.8570960269882208,0.8528468137792504,0.6927051409643065,2.646687730270523,10.0,47.0,2026-02-25 23:39:59
8,137.934927,0.1262257439084351,0.8669388633018764,0.0,0.0,0.0,0.0,0.8669388633018764,0.8630727887987454,0.5897877695078545,2.646687730270523,10.0,47.5,2026-02-25 23:42:16
9,150.978066,0.1064136241933793,0.8634092254332597,0.0,0.0,0.0,0.0,0.8634092254332597,0.860092334787256,0.6775560872034824,2.646687730270523,9.9,46.8,2026-02-25 23:44:47
10,142.698619,0.0986734842321366,0.8645277680984759,0.0,0.0,0.0,0.0,0.8645277680984759,0.8609960898585423,0.6254326086986731,2.646687730270523,10.0,46.6,2026-02-25 23:47:10
11,149.181976,0.085315522379802,0.8610561217403221,0.0,0.0,0.0,0.0,0.8610561217403221,0.8583175826743785,0.5917991318621059,2.646687730270523,10.1,47.1,2026-02-25 23:49:39
12,145.403903,0.0802707298662289,0.8599006951701912,0.0,0.0,0.0,0.0,0.8599006951701912,0.8581479473261455,0.6772896152465268,2.646687730270523,10.2,47.2,2026-02-25 23:52:05
13,144.829626,0.0695766081098691,0.8647196934680403,0.0,0.0,0.0,0.0,0.8647196934680403,0.861695115251358,0.581826883308748,2.646687730270523,9.8,47.6,2026-02-25 23:54:30
14,123.757103,0.0665680820352565,0.8624828749923648,0.0,0.0,0.0,0.0,0.8624828749923648,0.8611645419319386,0.6523324847023221,2.646687730270523,9.9,47.0,2026-02-25 23:56:33
15,114.539135,0.0565078294681931,0.867273563041981,0.0,0.0,0.0,0.0,0.867273563041981,0.8648429946451441,0.5963708934711015,2.646687730270523,9.9,47.5,2026-02-25 23:58:28
16,138.401089,0.0540143039118659,0.8658025399554712,0.0,0.0,0.0,0.0,0.8658025399554712,0.8628810413356278,0.5771683344141917,2.646687730270523,10.0,47.6,2026-02-26 00:00:46
17,134.888862,0.0512188601437115,0.8624197350255646,0.0,0.0,0.0,0.0,0.8624197350255646,0.8595070728180444,0.5948282599528419,2.646687730270523,9.8,47.6,2026-02-26 00:03:01
18,135.557193,0.0483300707563827,0.8646719004130818,0.0,0.0,0.0,0.0,0.8646719004130818,0.8620516510842788,0.6338145802233447,2.646687730270523,10.0,47.6,2026-02-26 00:05:17
19,136.024259,0.0457692115633381,0.865081667682985,0.0,0.0,0.0,0.0,0.865081667682985,0.8624255321248838,0.5850911013425347,2.646687730270523,9.9,47.6,2026-02-26 00:07:33
20,134.455118,0.0412717288827411,0.8655618816908569,0.0,0.0,0.0,0.0,0.8655618816908569,0.8628333509112996,0.5908448045795902,2.646687730270523,10.1,46.1,2026-02-26 00:09:47
21,127.609585,0.0391076606885649,0.866302402460121,0.0,0.0,0.0,0.0,0.866302402460121,0.8638751986044527,0.5810288615881446,2.646687730270523,9.9,47.1,2026-02-26 00:11:55
22,126.050527,0.0380324662288412,0.864727549574771,0.0,0.0,0.0,0.0,0.864727549574771,0.862669117702021,0.6058667152327426,2.646687730270523,9.9,46.6,2026-02-26 00:14:01
23,127.037609,0.0361622395331331,0.8649494950728727,0.0,0.0,0.0,0.0,0.8649494950728727,0.8626616550634256,0.6022972818265887,2.646687730270523,9.9,47.0,2026-02-26 00:16:08
24,133.975984,0.0341771577819271,0.8660205437314983,0.0,0.0,0.0,0.0,0.8660205437314983,0.8635645507035146,0.5910314698010048,2.646687730270523,9.1,46.2,2026-02-26 00:18:22
25,124.788118,0.0323938410409957,0.8665561527417039,0.0,0.0,0.0,0.0,0.8665561527417039,0.864045931818211,0.5885593840416442,2.646687730270523,8.3,45.8,2026-02-26 00:20:27
