epoch,train_loss,train_accuracy,timestamp
1,0.4026295860571435,0.8247202166064982,2026-02-25 23:42:24
2,0.29541422961107155,0.9037454873646209,2026-02-25 23:43:48
3,0.24556187296969306,0.9288808664259928,2026-02-25 23:45:10
4,0.2100092514295206,0.9431107099879663,2026-02-25 23:47:09
5,0.18375208001679355,0.9529482551143201,2026-02-25 23:51:39
6,0.1658128888653561,0.9590553549939832,2026-02-25 23:54:40
7,0.14873517284982635,0.9641546329723225,2026-02-25 23:57:08
8,0.13076281721697788,0.969344163658243,2026-02-25 23:59:37
9,0.11501737339232897,0.9736522262334537,2026-02-26 00:02:06
10,0.10621163229281327,0.9755415162454874,2026-02-26 00:04:34
11,0.09844012852728505,0.9778038507821901,2026-02-26 00:07:03
12,0.08671857644846025,0.9807611311672684,2026-02-26 00:09:31
13,0.08193038435202618,0.9817388688327316,2026-02-26 00:12:00
14,0.07163186603867551,0.984265944645006,2026-02-26 00:14:29
15,0.06715554264484234,0.9850180505415163,2026-02-26 00:16:57
16,0.0645786734866912,0.9859205776173285,2026-02-26 00:19:26
17,0.05698906312900822,0.9876353790613719,2026-02-26 00:21:54
18,0.05414030383877558,0.9881167268351384,2026-02-26 00:24:23
19,0.04927524127554763,0.9890192539109507,2026-02-26 00:26:51
20,0.04629836094273601,0.989921780986763,2026-02-26 00:29:20
21,0.04176855789428174,0.9909446450060169,2026-02-26 00:31:49
22,0.03845537151522483,0.9918471720818292,2026-02-26 00:34:18
23,0.03653405572518936,0.9920276774969916,2026-02-26 00:36:46
24,0.035612292451034255,0.9921931407942238,2026-02-26 00:39:15
25,0.033744294157519734,0.9925992779783394,2026-02-26 00:41:44
