round,responses_received,avg_accuracy,classification_accuracy,regression_accuracy,total_clients,active_clients,training_time,synchronization_events,global_model_version,global_sst2_val_accuracy,global_sst2_val_f1,global_qqp_val_accuracy,global_qqp_val_f1,global_stsb_val_pearson,global_stsb_val_spearman,timestamp
1,3,0.4820,0.7004,0.0451,3,3,178.48,1,1,0.4392,0.0000,0.4612,0.4970,-0.1002,-0.0926,2026-02-01 09:32:46
2,3,0.5659,0.7091,0.2794,3,3,176.52,2,2,0.7580,0.7917,0.7119,0.5718,0.3193,0.3171,2026-02-01 09:35:43
3,3,0.5964,0.7105,0.3683,3,3,176.49,3,3,0.7661,0.7914,0.7154,0.5760,0.4388,0.4330,2026-02-01 09:38:39
4,3,0.6091,0.7115,0.4043,3,3,176.49,4,4,0.7615,0.7932,0.7137,0.6037,0.4921,0.4827,2026-02-01 09:41:35
5,3,0.6187,0.7122,0.4317,3,3,176.48,5,5,0.7672,0.7901,0.7139,0.6020,0.5188,0.5036,2026-02-01 09:44:32
6,3,0.6295,0.7113,0.4658,3,3,176.48,6,6,0.7626,0.7953,0.7161,0.5969,0.5423,0.5269,2026-02-01 09:47:28
7,3,0.6244,0.7110,0.4512,3,3,176.50,7,7,0.7661,0.7939,0.7148,0.6142,0.5462,0.5264,2026-02-01 09:50:25
8,3,0.6325,0.7112,0.4749,3,3,176.49,8,8,0.7638,0.7822,0.7138,0.5799,0.5600,0.5479,2026-02-01 09:53:21
9,3,0.6348,0.7122,0.4799,3,3,176.55,9,9,0.7592,0.7866,0.7154,0.5910,0.5698,0.5556,2026-02-01 09:56:18
10,3,0.6335,0.7120,0.4765,3,3,174.50,10,10,0.7626,0.7940,0.7152,0.5696,0.5747,0.5568,2026-02-01 09:59:12
11,3,0.6380,0.7117,0.4906,3,3,176.48,11,11,0.7638,0.7885,0.7153,0.5931,0.5847,0.5689,2026-02-01 10:02:09
12,3,0.6411,0.7126,0.4982,3,3,176.49,12,12,0.7649,0.7952,0.7142,0.5909,0.5861,0.5703,2026-02-01 10:05:05
13,3,0.6413,0.7130,0.4979,3,3,176.49,13,13,0.7580,0.7917,0.7153,0.5995,0.5887,0.5698,2026-02-01 10:08:02
14,3,0.6438,0.7123,0.5069,3,3,176.47,14,14,0.7672,0.7939,0.7159,0.5820,0.5895,0.5703,2026-02-01 10:10:58
15,3,0.6421,0.7122,0.5019,3,3,176.47,15,15,0.7626,0.7877,0.7150,0.6076,0.5880,0.5674,2026-02-01 10:13:55
16,3,0.6426,0.7127,0.5023,3,3,176.48,16,16,0.7638,0.7960,0.7142,0.6005,0.5923,0.5739,2026-02-01 10:16:51
17,3,0.6451,0.7130,0.5094,3,3,176.48,17,17,0.7661,0.7914,0.7149,0.5904,0.5947,0.5761,2026-02-01 10:19:48
18,3,0.6470,0.7132,0.5146,3,3,176.46,18,18,0.7649,0.7944,0.7159,0.5891,0.5947,0.5767,2026-02-01 10:22:44
19,3,0.6470,0.7135,0.5140,3,3,176.48,19,19,0.7661,0.7952,0.7159,0.5966,0.5952,0.5784,2026-02-01 10:25:41
20,3,0.6473,0.7127,0.5165,3,3,176.47,20,20,0.7638,0.7940,0.7151,0.5907,0.5965,0.5790,2026-02-01 10:28:37
21,3,0.6499,0.7134,0.5227,3,3,176.47,21,21,0.7626,0.7903,0.7147,0.6085,0.5967,0.5800,2026-02-01 10:31:34
22,3,0.6473,0.7128,0.5163,3,3,176.48,22,22,0.7649,0.7960,0.7151,0.6089,0.5981,0.5810,2026-02-01 10:34:30
23,3,0.6464,0.7143,0.5106,3,3,176.52,23,23,0.7580,0.7854,0.7152,0.5921,0.5991,0.5819,2026-02-01 10:37:27
24,3,0.6506,0.7129,0.5259,3,3,178.54,24,24,0.7615,0.7912,0.7142,0.5830,0.5991,0.5834,2026-02-01 10:40:25
25,3,0.6474,0.7131,0.5159,3,3,176.49,25,25,0.7638,0.7919,0.7163,0.5965,0.5995,0.5831,2026-02-01 10:43:22
26,3,0.6486,0.7137,0.5182,3,3,176.50,26,26,0.7592,0.7892,0.7153,0.5999,0.5997,0.5839,2026-02-01 10:46:18
27,3,0.6480,0.7129,0.5182,3,3,176.47,27,27,0.7569,0.7871,0.7151,0.6011,0.5991,0.5816,2026-02-01 10:49:15
28,3,0.6456,0.7129,0.5108,3,3,178.47,28,28,0.7580,0.7858,0.7157,0.5890,0.5994,0.5816,2026-02-01 10:52:13
29,3,0.6499,0.7136,0.5226,3,3,178.50,29,29,0.7569,0.7850,0.7163,0.6048,0.6002,0.5824,2026-02-01 10:55:12
30,3,0.6491,0.7130,0.5212,3,3,182.51,30,30,0.7603,0.7878,0.7165,0.5945,0.5995,0.5815,2026-02-01 10:58:14
