epoch,training_time,train_loss,train_accuracy,sst2_val_accuracy,sst2_val_f1,qqp_val_accuracy,qqp_val_f1,stsb_val_pearson,stsb_val_spearman,total_val_loss,gpu_usage,cpu_usage,memory_usage,timestamp
1,112.251087,0.6101246725500019,0.7009803921568627,0.0,0.0,0.7009803921568627,0.8151515151515152,0.0,0.0,0.5763235238252902,2.6467195355914264,7.6,47.5,2026-02-25 23:25:07
2,131.119669,0.5323359271864486,0.7083333333333334,0.0,0.0,0.7083333333333334,0.7451820128479657,0.0,0.0,0.5547635412099314,2.6467195355914264,10.3,47.5,2026-02-25 23:27:18
3,128.306935,0.4056098102662948,0.7990196078431373,0.0,0.0,0.7990196078431373,0.8681672025723473,0.0,0.0,0.4997123719795662,2.6467195355914264,9.9,47.6,2026-02-25 23:29:27
4,129.991828,0.2548445605780434,0.803921568627451,0.0,0.0,0.803921568627451,0.855595667870036,0.0,0.0,0.6893472595724697,2.6467195355914264,10.0,47.4,2026-02-25 23:31:37
5,131.738966,0.1652638395697341,0.8137254901960784,0.0,0.0,0.8137254901960784,0.8716216216216216,0.0,0.0,0.9197098705209974,2.6467195355914264,9.8,47.2,2026-02-25 23:33:48
6,135.226335,0.0965129450638347,0.8357843137254902,0.0,0.0,0.8357843137254902,0.8858603066439523,0.0,0.0,1.0303801094066565,2.6467195355914264,10.1,46.5,2026-02-25 23:36:04
7,120.122772,0.0622493901218603,0.8088235294117647,0.0,0.0,0.8088235294117647,0.8636363636363636,0.0,0.0,1.206105100009225,2.6467195355914264,9.8,47.3,2026-02-25 23:38:04
8,128.340136,0.0487640808917372,0.8014705882352942,0.0,0.0,0.8014705882352942,0.8535262206148282,0.0,0.0,1.3901971768315051,2.6467195355914264,10.0,46.9,2026-02-25 23:40:12
9,130.213558,0.0205213010534731,0.8063725490196079,0.0,0.0,0.8063725490196079,0.8644939965694682,0.0,0.0,1.4678937153479563,2.6467195355914264,10.0,46.9,2026-02-25 23:42:22
10,144.19308,0.0237042422312041,0.803921568627451,0.0,0.0,0.803921568627451,0.8648648648648649,0.0,0.0,1.4833671909142925,2.6467195355914264,9.8,47.6,2026-02-25 23:44:47
11,137.052706,0.0176563191700932,0.8014705882352942,0.0,0.0,0.8014705882352942,0.8601036269430051,0.0,0.0,1.662089420843675,2.6467195355914264,10.0,47.0,2026-02-25 23:47:04
12,140.866121,0.022242012361384,0.8088235294117647,0.0,0.0,0.8088235294117647,0.8668941979522184,0.0,0.0,1.577460099764864,2.6467195355914264,10.1,47.5,2026-02-25 23:49:25
13,138.699671,0.0182626222440871,0.8088235294117647,0.0,0.0,0.8088235294117647,0.8617021276595744,0.0,0.0,1.5565611946865687,2.6467195355914264,10.0,47.3,2026-02-25 23:51:43
14,120.605671,0.0254416025307954,0.8063725490196079,0.0,0.0,0.8063725490196079,0.8702791461412152,0.0,0.0,1.829271487583052,2.6467195355914264,10.2,46.1,2026-02-25 23:53:44
15,134.610491,0.020778208112619,0.821078431372549,0.0,0.0,0.821078431372549,0.8743545611015491,0.0,0.0,1.552898828470158,2.6467195355914264,9.8,47.0,2026-02-25 23:55:58
16,111.959384,0.0104567299128767,0.8161764705882353,0.0,0.0,0.8161764705882353,0.8722316865417377,0.0,0.0,1.6152377384272518,2.6467195355914264,9.8,46.1,2026-02-25 23:57:50
17,129.767739,0.0094796686329165,0.8161764705882353,0.0,0.0,0.8161764705882353,0.8672566371681416,0.0,0.0,1.6329311024276774,2.6467195355914264,10.0,46.8,2026-02-26 00:00:00
18,128.603259,0.0030148555569388,0.8161764705882353,0.0,0.0,0.8161764705882353,0.8709122203098106,0.0,0.0,1.7139937730882735,2.6467195355914264,9.8,47.6,2026-02-26 00:02:09
19,129.177458,0.0117916179959411,0.8161764705882353,0.0,0.0,0.8161764705882353,0.8717948717948718,0.0,0.0,1.6853041944296443,2.6467195355914264,9.9,47.6,2026-02-26 00:04:18
20,129.764708,0.0075627957986162,0.8137254901960784,0.0,0.0,0.8137254901960784,0.867595818815331,0.0,0.0,1.7485887244360414,2.6467195355914264,10.0,47.6,2026-02-26 00:06:28
21,127.993679,0.0104925055335088,0.8186274509803921,0.0,0.0,0.8186274509803921,0.8745762711864407,0.0,0.0,1.735346537338367,2.6467195355914264,9.8,47.6,2026-02-26 00:08:36
22,109.950656,0.0007711268502477,0.8161764705882353,0.0,0.0,0.8161764705882353,0.8709122203098106,0.0,0.0,1.7510915650866758,2.6467195355914264,9.9,47.2,2026-02-26 00:10:26
23,118.450644,0.0019037747599732,0.8186274509803921,0.0,0.0,0.8186274509803921,0.8701754385964913,0.0,0.0,1.7103560478324866,2.6467195355914264,10.2,46.8,2026-02-26 00:12:24
24,123.030161,0.00321558650254,0.8235294117647058,0.0,0.0,0.8235294117647058,0.8758620689655172,0.0,0.0,1.7271786744561313,2.6467195355914264,9.8,47.2,2026-02-26 00:14:27
25,133.476652,0.0016823194212209,0.821078431372549,0.0,0.0,0.821078431372549,0.8734835355285961,0.0,0.0,1.726463302219171,2.6467195355914264,10.0,47.5,2026-02-26 00:16:41
