round,client_id,task,accuracy,loss,samples_processed,correct_predictions,f1_score,pearson_correlation,spearman_correlation,mae,mse,rmse,val_accuracy,val_loss,val_samples,val_correct_predictions,val_f1_score,val_pearson_correlation,val_spearman_correlation,val_mae,global_model_val_accuracy,global_model_val_loss,global_model_val_samples,global_model_val_correct_predictions,global_model_val_f1,global_model_val_precision,global_model_val_recall,global_model_val_pearson,global_model_val_spearman,timestamp
1,stsb_client,stsb,0.0,0.19572809692487536,4249,720,,-0.033270752522513644,-0.024698053961373374,0.35674265867384547,0.19605023056225301,0.4427755984268476,0.03483045230976706,0.11883005848590364,1500,334,,0.03483045230976706,0.039164140440197434,0.2810998558998108,0.5242505821226566,0.475749418536822,1500,,,,,-0.18901173753602604,-0.1721959867559696,2026-01-31 23:30:08
1,sst2_client,sst2,0.6818749341877642,0.5897666415421541,66477,45329,0.6798141736346742,,,,,,0.7431192660550459,0.5297463064620255,872,648,0.7405416294734092,,,,0.43119266055045874,0.8463863790582079,872,376,0.0948905109489051,0.4406779661016949,0.053169734151329244,,,2026-01-31 23:30:29
1,qqp_client,qqp,0.6589675803534158,0.6137152939838036,323415,213120,0.6295122277084833,,,,,,0.6744082510944572,0.5955338678844229,40431,27267,0.6470484401415425,,,,0.6126981771413025,0.6926856990565925,40431,24772,0.09407000289268151,0.3403097530347426,0.05457841031149302,,,2026-01-31 23:32:22
2,stsb_client,stsb,0.11574135457158398,0.11484252468899901,4249,912,,0.11574135457158398,0.10770786034232854,0.27697395747227194,0.11488845204743905,0.3389519907707271,0.1485616053486932,0.09403017487258036,1500,320,,0.1485616053486932,0.14877617186383885,0.25439271330833435,0.880995646852803,0.11900435383121173,1500,,,,,0.03483045086186657,0.039164140440197434,2026-01-31 23:32:33
2,sst2_client,sst2,0.6982715826526468,0.5741271834313941,66477,46419,0.6970628891961445,,,,,,0.7465596330275229,0.5284957865236002,872,651,0.7438014428933732,,,,0.7431192660550459,0.5297463109733862,872,648,0.7816764132553606,0.7467411545623837,0.820040899795501,,,2026-01-31 23:32:54
2,qqp_client,qqp,0.6624677272235363,0.6100910442493134,323415,214252,0.637759241149225,,,,,,0.668917414854938,0.5997470533117788,40431,27045,0.6198351075139096,,,,0.6744082510944572,0.5955296225853369,40431,27267,0.4336602994321115,0.6037374221370388,0.3383458646616541,,,2026-01-31 23:34:45
3,stsb_client,stsb,0.15777378370124778,0.09964203582621439,4249,950,,0.15777378370124778,0.15605376296456366,0.25917147630293014,0.09941988717751286,0.315309192979705,0.2132575481979531,0.08672414814181467,1500,333,,0.2132575481979531,0.20836446342749446,0.2451557070016861,0.9057777882935928,0.09422221223513286,1500,,,,,0.14856160375934355,0.14877617186383885,2026-01-31 23:34:55
3,sst2_client,sst2,0.6993997924094048,0.5719882465298282,66477,46494,0.6982872969232032,,,,,,0.7477064220183486,0.5265506049361798,872,652,0.7448878366702519,,,,0.7465596330275229,0.5284957907615452,872,651,0.7852283770651117,0.7481481481481481,0.8261758691206544,,,2026-01-31 23:35:17
3,qqp_client,qqp,0.6626223273503085,0.6100491453856463,323415,214302,0.6378242604065348,,,,,,0.676560065296431,0.5951942522380963,40431,27354,0.6445596945238493,,,,0.668917414854938,0.5997452917983184,40431,27045,0.34861313868613136,0.6335337813937035,0.2404672395273899,,,2026-01-31 23:37:07
4,stsb_client,stsb,0.2034898482428176,0.09110569138223432,4249,996,,0.2034898482428176,0.19285475084192,0.2481990426199703,0.09125417168677122,0.30208305428602117,0.2461830662959212,0.0859624275917861,1500,303,,0.2461830662959212,0.24165643439177212,0.24699974060058594,0.913360835170042,0.08663916544119517,1500,,,,,0.21325754848159303,0.20836446342749446,2026-01-31 23:37:17
4,sst2_client,sst2,0.7008890292883253,0.5729498242338499,66477,46593,0.6998908405727768,,,,,,0.7522935779816514,0.5250110315893768,872,656,0.751823690387436,,,,0.7477064220183486,0.5265506019286059,872,652,0.7864077669902912,0.7486136783733827,0.8282208588957055,,,2026-01-31 23:37:38
4,qqp_client,qqp,0.6619668228127947,0.6095941937000424,323415,214090,0.6376099782538329,,,,,,0.6765105983032821,0.5947569555469921,40431,27352,0.65199671272248,,,,0.676560065296431,0.5951946125601694,40431,27354,0.419548137955524,0.6191536748329621,0.31726638023630505,,,2026-01-31 23:39:31
5,stsb_client,stsb,0.2046137970233715,0.08995722321954493,4249,991,,0.2046137970233715,0.20032914964812515,0.24731885696938632,0.0896995480770433,0.299498828173072,0.2763648648522038,0.08177967832245409,1500,327,,0.2763648648522038,0.262262861480094,0.23980942368507385,0.9141579873468243,0.08584201295177142,1500,,,,,0.24618306481569108,0.24165643439177212,2026-01-31 23:39:41
5,sst2_client,sst2,0.7010545000526498,0.5703457084337583,66477,46604,0.6998938192910189,,,,,,0.7305045871559633,0.529476505627326,872,637,0.724670738123676,,,,0.7522935779816514,0.5250110314526689,872,656,0.7818181818181816,0.7724550898203593,0.7914110429447853,,,2026-01-31 23:40:00
5,qqp_client,qqp,0.6626346953604502,0.6093575509031607,323415,214306,0.6378173321296802,,,,,,0.6657267937968391,0.6008645891907378,40431,26916,0.6029619564964994,,,,0.6765105983032821,0.594755788319824,40431,27352,0.44746736513032825,0.6035327635327635,0.35553168635875404,,,2026-01-31 23:41:51
6,stsb_client,stsb,0.21674746453325913,0.08687311713736945,4249,1007,,0.21674746453325913,0.20731722025421634,0.24441355103497528,0.08701531008340273,0.2949835759553449,0.2921333721365406,0.08004528043811467,1500,320,,0.2921333721365406,0.2824473762979148,0.23813846707344055,0.9180820388497448,0.08191796127955119,1500,,,,,0.2763648636017567,0.262262861480094,2026-01-31 23:42:01
