round,responses_received,avg_accuracy,classification_accuracy,regression_accuracy,total_clients,active_clients,training_time,synchronization_events,global_model_version,global_sst2_val_accuracy,global_sst2_val_f1,global_qqp_val_accuracy,global_qqp_val_f1,global_stsb_val_pearson,global_stsb_val_spearman,timestamp
1,9,0.5882,0.8822,0.0,9,9,296.31,1,1,0.5264,0.6158,0.5092,0.4733,0.0081,0.0063,2026-02-19 11:53:25
2,9,0.5955,0.8881,0.0105,9,9,287.18,2,2,0.5734,0.5206,0.6353,0.0762,-0.018,-0.0176,2026-02-19 11:58:12
3,9,0.6058,0.8903,0.037,9,9,276.99,3,3,0.6227,0.5462,0.6318,0.0001,-0.0329,-0.0325,2026-02-19 12:02:49
4,9,0.613,0.8952,0.0486,9,9,278.18,4,4,0.6433,0.5698,0.6317,0.0,-0.0439,-0.0417,2026-02-19 12:07:27
5,9,0.6116,0.8966,0.0415,9,9,270.76,5,5,0.6445,0.5646,0.6319,0.0008,-0.0563,-0.0542,2026-02-19 12:11:58
6,9,0.6217,0.8995,0.0662,9,9,297.66,6,6,0.6594,0.5846,0.6324,0.0035,-0.0606,-0.0581,2026-02-19 12:16:56
7,9,0.6286,0.9018,0.0824,9,9,314.47,7,7,0.6697,0.5989,0.6347,0.018,-0.0654,-0.0627,2026-02-19 12:22:10
8,9,0.6233,0.9022,0.0656,9,9,282.05,8,8,0.6915,0.6389,0.6371,0.0318,-0.0687,-0.0663,2026-02-19 12:26:52
9,9,0.6469,0.9027,0.1352,9,9,284.66,9,9,0.7076,0.6675,0.6402,0.051,-0.0728,-0.0704,2026-02-19 12:31:37
10,9,0.6354,0.904,0.0983,9,9,280.07,10,10,0.7122,0.6719,0.6423,0.0644,-0.073,-0.0708,2026-02-19 12:36:17
11,9,0.6316,0.9034,0.0879,9,9,271.54,11,11,0.7179,0.6789,0.6447,0.0783,-0.0725,-0.0706,2026-02-19 12:40:48
12,9,0.6438,0.9049,0.1216,9,9,269.76,12,12,0.7248,0.6915,0.6526,0.1218,-0.0705,-0.0676,2026-02-19 12:45:18
13,9,0.6483,0.9063,0.1323,9,9,266.47,13,13,0.7248,0.6891,0.6641,0.1895,-0.0699,-0.0666,2026-02-19 12:49:45
14,9,0.6628,0.9067,0.1751,9,9,268.49,14,14,0.7489,0.7293,0.6691,0.2189,-0.0675,-0.0647,2026-02-19 12:54:13
15,9,0.6503,0.907,0.137,9,9,283.25,15,15,0.7466,0.7241,0.665,0.1928,-0.0627,-0.0599,2026-02-19 12:58:56
16,9,0.6538,0.9047,0.152,9,9,264.58,16,16,0.7511,0.7331,0.6708,0.2265,-0.0612,-0.0589,2026-02-19 13:03:21
17,9,0.6574,0.9074,0.1573,9,9,270.17,17,17,0.7534,0.7349,0.6764,0.2568,-0.0591,-0.0572,2026-02-19 13:07:51
18,9,0.6595,0.9065,0.1656,9,9,314.84,18,18,0.7649,0.7521,0.6813,0.2852,-0.0584,-0.0569,2026-02-19 13:13:06
19,9,0.6609,0.9067,0.1692,9,9,266.13,19,19,0.7626,0.7491,0.6796,0.2741,-0.056,-0.0545,2026-02-19 13:17:32
20,9,0.6627,0.9067,0.1748,9,9,275.52,20,20,0.7706,0.7596,0.6793,0.2718,-0.0517,-0.0506,2026-02-19 13:22:08
21,9,0.6576,0.9065,0.1599,9,9,270.4,21,21,0.7752,0.7661,0.6824,0.2895,-0.0493,-0.0481,2026-02-19 13:26:38
22,9,0.6614,0.9059,0.1724,9,9,265.58,22,22,0.7741,0.7652,0.685,0.3043,-0.0492,-0.0484,2026-02-19 13:31:04
23,9,0.6692,0.905,0.1976,9,9,285.1,23,23,0.7764,0.7692,0.6858,0.3086,-0.0472,-0.0468,2026-02-19 13:35:49
24,9,0.6665,0.9048,0.1901,9,9,267.78,24,24,0.7775,0.7734,0.6866,0.3128,-0.0432,-0.0431,2026-02-19 13:40:16
25,9,0.6656,0.9056,0.1857,9,9,267.34,25,25,0.781,0.7782,0.6895,0.3293,-0.0421,-0.0419,2026-02-19 13:44:44
