client_id,round_num,participated,participation_rate,consecutive_participations,total_participations,data_samples,data_distribution,data_heterogeneity_score,local_accuracy,local_precision,local_recall,local_f1_score,local_loss,contribution_weight,per_class_precision,per_class_recall,per_class_f1,confusion_matrix_flat,upload_time,download_time,parameter_size_bytes
no_lora_client_1,1,True,1.0,1,1,999,"{""class_0"": 426, ""class_1"": 573}",0.5405688342313061,0.5672339005672339,0.5459308818781334,0.5672339005672339,0.5321134022871656,0.675432817961173,999,"{'0': 0.4857997010463378, '1': 0.5906357388316151}","{'0': 0.2543035993740219, '1': 0.7998836532867947}","{'0': 0.33384694401643555, '1': 0.6795156906350382}","[325, 953, 344, 1375]",1.5657298564910889,0.0,15890432
no_lora_client_3,1,True,1.0,1,1,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 678, ""bin_4"": 322}",1.097945399680406,0.0,0.0,0.0,0.0,0.10646097802325452,1000,{},{},{},[],1.619246006011963,0.0,15890432
no_lora_client_3,2,True,1.0,2,2,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 678, ""bin_4"": 322}",1.3855440797291867,0.0,0.0,0.0,0.0,0.009174368031342667,1000,{},{},{},[],1.8153128623962402,0.0,15890432
no_lora_client_1,2,True,1.0,2,2,999,"{""class_0"": 426, ""class_1"": 573}",0.39884992324734153,0.6576576576576577,0.6731603922615158,0.6576576576576577,0.6235182949156749,0.6251675590636239,999,"{'0': 0.7121212121212122, '1': 0.6441947565543071}","{'0': 0.33098591549295775, '1': 0.900523560209424}","{'0': 0.4519230769230769, '1': 0.7510917030567685}","[423, 855, 171, 1548]",1.8389642238616943,0.0,15890432
no_lora_client_4,2,True,0.5,1,1,999,"{""class_0"": 931, ""class_1"": 68}",0.503236780052018,0.8651985318651986,0.8699215796803123,0.8651985318651986,0.8675483450660443,0.4195603789002807,999,"{'0': 0.9301404393230105, '1': 0.045454545454545456}","{'0': 0.924812030075188, '1': 0.049019607843137254}","{'0': 0.9274685816876123, '1': 0.04716981132075472}","[2583, 210, 194, 10]",1.9983561038970947,0.0,15890432
no_lora_client_3,3,True,1.0,3,3,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 678, ""bin_4"": 322}",1.6086375922633314,0.0,0.0,0.0,0.0,0.008324856205877883,1000,{},{},{},[],2.294081687927246,0.0,15890432
no_lora_client_1,3,True,1.0,3,3,999,"{""class_0"": 426, ""class_1"": 573}",0.23355659964016168,0.7550884217550884,0.7549431967342415,0.7550884217550884,0.7512765824188857,0.5372296756222135,999,"{'0': 0.753731343283582, '1': 0.7558441558441559}","{'0': 0.6322378716744914, '1': 0.8464223385689355}","{'0': 0.6876595744680851, '1': 0.7985729967069155}","[808, 470, 264, 1455]",2.3169867992401123,0.0,15890432
no_lora_client_4,3,True,0.6666666666666666,2,2,999,"{""class_0"": 931, ""class_1"": 68}",0.6717796369069503,0.9319319319319319,0.868497125754383,0.9319319319319319,0.8990970244856256,0.26240813373415556,999,"{'0': 0.9319319319319319, '1': 0.0}","{'0': 1.0, '1': 0.0}","{'0': 0.9647668393782384, '1': 0.0}","[2793, 0, 204, 0]",2.349541664123535,0.0,15890432
no_lora_client_2,3,True,0.3333333333333333,1,1,999,"{""class_0"": 613, ""class_1"": 386}",0.25042041268645526,0.6089422756089423,0.5647642477606438,0.6089422756089423,0.5246266131890501,0.656489836791205,999,"{'0': 0.6221164408641523, '1': 0.47368421052631576}","{'0': 0.9238716693855357, '1': 0.10880829015544041}","{'0': 0.7435448577680526, '1': 0.17696629213483145}","[1699, 140, 1032, 126]",2.4972543716430664,0.0,15890432
no_lora_client_3,4,True,1.0,4,4,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 678, ""bin_4"": 322}",1.6086375922633314,0.0,0.0,0.0,0.0,0.007650433732788005,1000,{},{},{},[],2.621065139770508,0.0,15890432
no_lora_client_1,4,True,1.0,4,4,999,"{""class_0"": 426, ""class_1"": 573}",0.23355659964016168,0.8331664998331665,0.8327013911127418,0.8331664998331665,0.8325921085355047,0.4125960578836461,999,"{'0': 0.819376026272578, '1': 0.8426082068577853}","{'0': 0.7809076682316118, '1': 0.8720186154741129}","{'0': 0.7996794871794872, '1': 0.8570611778158947}","[998, 280, 220, 1499]",2.9013168811798096,0.0,15890432
no_lora_client_2,4,True,0.5,2,2,999,"{""class_0"": 613, ""class_1"": 386}",0.25042041268645526,0.651317984651318,0.6531545430770597,0.651317984651318,0.5906072669421384,0.6175946448215102,999,"{'0': 0.6504927975739196, '1': 0.6573816155988857}","{'0': 0.933115823817292, '1': 0.20379965457685664}","{'0': 0.7665847665847666, '1': 0.3111404087013843}","[1716, 123, 922, 236]",2.9185447692871094,0.0,15890432
no_lora_client_4,4,True,0.75,3,3,999,"{""class_0"": 931, ""class_1"": 68}",0.6717796369069503,0.9319319319319319,0.868497125754383,0.9319319319319319,0.8990970244856256,0.2522956278746721,999,"{'0': 0.9319319319319319, '1': 0.0}","{'0': 1.0, '1': 0.0}","{'0': 0.9647668393782384, '1': 0.0}","[2793, 0, 204, 0]",2.924912214279175,0.0,15890432
no_lora_client_5,4,True,0.25,1,1,999,"{""class_0"": 19, ""class_1"": 980}",0.8179715067278965,0.9776443109776443,0.9622612233927936,0.9776443109776443,0.9698917746834061,0.3021710431449628,999,"{'0': 0.0, '1': 0.9809173083361232}","{'0': 0.0, '1': 0.9965986394557823}","{'0': 0.0, '1': 0.9886957988864519}","[0, 57, 10, 2930]",3.067568063735962,0.0,15890432
