client_id,round_num,participated,participation_rate,consecutive_participations,total_participations,data_samples,data_distribution,data_heterogeneity_score,local_accuracy,local_precision,local_recall,local_f1_score,local_loss,contribution_weight,per_class_precision,per_class_recall,per_class_f1,confusion_matrix_flat,upload_time,download_time,parameter_size_bytes
no_lora_client_3,1,True,1.0,1,1,956,"{""bin_0"": 0, ""bin_1"": 18, ""bin_2"": 938, ""bin_3"": 0, ""bin_4"": 0}",1.128157550039924,0.0,0.0,0.0,0.0,0.05188449366639058,956,{},{},{},[],1.549971103668213,0.0,15890432
no_lora_client_1,1,True,1.0,1,1,999,"{""class_0"": 426, ""class_1"": 573}",0.5257836186600882,0.5829162495829162,0.565966592128156,0.5829162495829162,0.525392128170803,0.6704263715516954,999,"{'0': 0.5301724137931034, '1': 0.5925779707856297}","{'0': 0.19248826291079812, '1': 0.8731820826061664}","{'0': 0.28243398392652125, '1': 0.7060206961429916}","[246, 1032, 218, 1501]",1.589663028717041,0.0,15890432
no_lora_client_3,2,True,1.0,2,2,956,"{""bin_0"": 0, ""bin_1"": 18, ""bin_2"": 938, ""bin_3"": 0, ""bin_4"": 0}",1.6360676210066514,0.0,0.0,0.0,0.0,0.007434468656881816,956,{},{},{},[],1.6456072330474854,0.0,15890432
no_lora_client_1,2,True,1.0,2,2,999,"{""class_0"": 426, ""class_1"": 573}",0.6043760985940706,0.6876876876876877,0.6969907250282078,0.6876876876876877,0.6679465744220955,0.6111148557965718,999,"{'0': 0.7273936170212766, '1': 0.6743875278396436}","{'0': 0.42801251956181535, '1': 0.8807446189645143}","{'0': 0.5389162561576355, '1': 0.763874873864783}","[547, 731, 205, 1514]",1.7661011219024658,0.0,15890432
no_lora_client_4,2,True,0.5,1,1,999,"{""class_0"": 931, ""class_1"": 68}",0.7087629553987472,0.8188188188188188,0.8728035987537474,0.8188188188188188,0.8441524476345741,0.4744727455434345,999,"{'0': 0.9316960859554874, '1': 0.06649616368286446}","{'0': 0.8693161475116362, '1': 0.12745098039215685}","{'0': 0.8994258195962215, '1': 0.08739495798319327}","[2428, 365, 178, 26]",1.9944298267364502,0.0,15890432
no_lora_client_3,3,True,1.0,3,3,956,"{""bin_0"": 0, ""bin_1"": 18, ""bin_2"": 938, ""bin_3"": 0, ""bin_4"": 0}",2.0012820839845884,0.0,0.0,0.0,0.0,0.006680721196527076,956,{},{},{},[],2.523181676864624,0.0,15890432
no_lora_client_1,3,True,1.0,3,3,999,"{""class_0"": 426, ""class_1"": 573}",0.3486906717574231,0.7897897897897898,0.7890783455600301,0.7897897897897898,0.7882564689997122,0.5005801040974874,999,"{'0': 0.7783505154639175, '1': 0.7970540098199672}","{'0': 0.7089201877934272, '1': 0.849912739965096}","{'0': 0.742014742014742, '1': 0.8226351351351351}","[906, 372, 258, 1461]",2.722825765609741,0.0,15890432
no_lora_client_4,3,True,0.6666666666666666,2,2,999,"{""class_0"": 931, ""class_1"": 68}",0.9742854477924769,0.9319319319319319,0.868497125754383,0.9319319319319319,0.8990970244856256,0.27379941136117963,999,"{'0': 0.9319319319319319, '1': 0.0}","{'0': 1.0, '1': 0.0}","{'0': 0.9647668393782384, '1': 0.0}","[2793, 0, 204, 0]",2.883976697921753,0.0,15890432
no_lora_client_2,3,True,0.3333333333333333,1,1,999,"{""class_0"": 613, ""class_1"": 386}",0.43493768311988606,0.6029362696029362,0.5069105280634448,0.6029362696029362,0.480318578713849,0.6653660362359708,999,"{'0': 0.6120124266482568, '1': 0.34}","{'0': 0.964110929853181, '1': 0.02936096718480138}","{'0': 0.7487331081081081, '1': 0.05405405405405406}","[1773, 66, 1124, 34]",3.0023984909057617,0.0,15890432
no_lora_client_6,3,True,0.3333333333333333,1,1,956,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 674, ""bin_4"": 282}",1.8647403501598212,0.0,0.0,0.0,0.0,0.033246575594724465,956,{},{},{},[],3.159503221511841,0.0,15890432
no_lora_client_9,4,True,0.25,1,1,166,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 0, ""bin_4"": 166}",2.8913633296184598,0.0,0.0,0.0,0.0,0.9800220330556234,166,{},{},{},[],0.9625329971313477,0.0,15890432
no_lora_client_3,4,True,1.0,4,4,956,"{""bin_0"": 0, ""bin_1"": 18, ""bin_2"": 938, ""bin_3"": 0, ""bin_4"": 0}",2.133398648982044,0.0,0.0,0.0,0.0,0.006242417034486102,956,{},{},{},[],3.353532552719116,0.0,15890432
no_lora_client_6,4,True,0.5,2,2,956,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 674, ""bin_4"": 282}",1.9968569151572764,0.0,0.0,0.0,0.0,0.005689534726035264,956,{},{},{},[],3.4407100677490234,0.0,15890432
no_lora_client_4,4,True,0.75,3,3,999,"{""class_0"": 931, ""class_1"": 68}",0.795620534633126,0.9319319319319319,0.868497125754383,0.9319319319319319,0.8990970244856256,0.2550587306814219,999,"{'0': 0.9319319319319319, '1': 0.0}","{'0': 1.0, '1': 0.0}","{'0': 0.9647668393782384, '1': 0.0}","[2793, 0, 204, 0]",3.691364288330078,0.0,15890432
no_lora_client_2,4,True,0.5,2,2,999,"{""class_0"": 613, ""class_1"": 386}",0.339059741774794,0.6349683016349683,0.672107586496522,0.6349683016349683,0.5300600182864894,0.6308985026109786,999,"{'0': 0.6301082780300384, '1': 0.7388059701492538}","{'0': 0.9809679173463839, '1': 0.08549222797927461}","{'0': 0.767333049766057, '1': 0.15325077399380804}","[1804, 35, 1059, 99]",3.7620229721069336,0.0,15890432
no_lora_client_1,4,True,1.0,4,4,999,"{""class_0"": 426, ""class_1"": 573}",0.3014956352213447,0.8531865198531865,0.8531301040214065,0.8531865198531865,0.8531567693442303,0.3752418530996514,999,"{'0': 0.8288854003139717, '1': 0.8711549622751016}","{'0': 0.8262910798122066, '1': 0.8731820826061664}","{'0': 0.8275862068965517, '1': 0.8721673445671121}","[1056, 222, 218, 1501]",4.145459413528442,0.0,15890432
no_lora_client_5,4,True,0.25,1,1,999,"{""class_0"": 19, ""class_1"": 980}",0.8408569623229173,0.9773106439773106,0.9622549542174458,0.9773106439773106,0.9697243649319248,0.28239340492814935,999,"{'0': 0.0, '1': 0.9809109176155392}","{'0': 0.0, '1': 0.9962585034013606}","{'0': 0.0, '1': 0.9885251434357071}","[0, 57, 11, 2929]",4.261996030807495,0.0,15890432
no_lora_client_7,4,True,0.25,1,1,999,"{""class_0"": 40, ""class_1"": 959}",0.7694959571881461,0.95995995995996,0.9215231247263279,0.95995995995996,0.9403489291129741,0.31517999355124415,999,"{'0': 0.0, '1': 0.95995995995996}","{'0': 0.0, '1': 1.0}","{'0': 0.0, '1': 0.9795709908069459}","[0, 120, 0, 2877]",4.206332206726074,0.0,15890432
no_lora_client_9,5,True,0.4,2,2,166,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 0, ""bin_4"": 166}",2.8913633296184598,0.0,0.0,0.0,0.0,0.4470918088248282,166,{},{},{},[],0.7231903076171875,0.0,15890432
no_lora_client_6,5,True,0.6,3,3,956,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 674, ""bin_4"": 282}",1.9968569151572764,0.0,0.0,0.0,0.0,0.005104268445090081,956,{},{},{},[],3.7033181190490723,0.0,15890432
no_lora_client_3,5,True,1.0,5,5,956,"{""bin_0"": 0, ""bin_1"": 18, ""bin_2"": 938, ""bin_3"": 0, ""bin_4"": 0}",2.133398648982044,0.0,0.0,0.0,0.0,0.006306213179292778,956,{},{},{},[],4.077836036682129,0.0,15890432
no_lora_client_4,5,True,0.8,4,4,999,"{""class_0"": 931, ""class_1"": 68}",0.795620534633126,0.9319319319319319,0.868497125754383,0.9319319319319319,0.8990970244856256,0.24159252600222036,999,"{'0': 0.9319319319319319, '1': 0.0}","{'0': 1.0, '1': 0.0}","{'0': 0.9647668393782384, '1': 0.0}","[2793, 0, 204, 0]",4.2828967571258545,0.0,15890432
