num_clients,round_num,average_accuracy,accuracy_std,worst_client_accuracy,best_client_accuracy,average_precision,precision_std,average_recall,recall_std,average_f1_score,f1_score_std,total_communication_time,average_client_latency,aggregation_time,memory_usage_mb,cpu_utilization,throughput_samples_per_sec
2,1,0.28661995328661993,0.28661995328661993,0.0,0.5732399065732399,0.27584245382700623,0.27584245382700623,0.28661995328661993,0.28661995328661993,0.2641394417912268,0.2641394417912268,4.903762578964233,1.6670961380004883,0.018163442611694336,1662.63671875,100.0,407.6449937353929
3,2,0.5301968635301968,0.3903089139054068,0.0,0.9282615949282615,0.51926642821112,0.3743564309620885,0.5301968635301968,0.3903089139054068,0.5065702713252928,0.37535785535260535,6.216794729232788,1.9627633889516194,0.020758628845214844,2099.609375,95.7,482.24098543343086
4,3,0.581081081081081,0.35442947644938827,0.0,0.9319319319319319,0.5500122282736073,0.33838488800731836,0.581081081081081,0.35442947644938827,0.5438255071007321,0.34693982327283707,7.4707372188568115,2.424913227558136,0.025432109832763672,2545.921875,94.4,535.0198189209488
4,4,0.6047714381047714,0.3664466215073436,0.0,0.9319319319319319,0.5963665373004082,0.3541394879373986,0.6047714381047714,0.3664466215073436,0.5688386664499897,0.35991288055188336,7.487682580947876,2.424046754837036,0.02527761459350586,2705.36328125,95.6,533.8089847319966
4,5,0.6343843843843844,0.3783511143158754,0.0,0.9332665999332665,0.6355298932935776,0.37923894894382415,0.6343843843843844,0.3783511143158754,0.6196334091553465,0.3714103923738849,7.5199034214019775,2.4138006567955017,0.02546858787536621,2851.47265625,94.4,531.5220085522859
4,6,0.6624958291624958,0.3880336693843875,0.0,0.9452786119452786,0.6616215699784556,0.3876326814224003,0.6624958291624958,0.3880336693843875,0.6573125357851761,0.38479767391955944,7.481823444366455,2.4283671975135803,0.027637004852294922,2976.49609375,95.0,534.2271545336451
4,7,0.6876876876876877,0.4000395298485885,0.0,0.960960960960961,0.6871163788274071,0.3996963119519959,0.6876876876876877,0.4000395298485885,0.68616389939402,0.399034113302193,7.3487138748168945,2.388399064540863,0.025780916213989258,3093.59765625,93.7,543.9036567704316
4,8,0.7046212879546212,0.408164653463472,0.0,0.970970970970971,0.7043167860845467,0.40795703311541753,0.7046212879546212,0.408164653463472,0.7040660632357449,0.4077991774819998,7.560895919799805,2.449067711830139,0.02594733238220215,3222.14453125,94.4,528.6400220378183
4,9,0.7172172172172172,0.4148259543441756,0.0,0.9813146479813146,0.717240712784192,0.4148173880995282,0.7172172172172172,0.4148259543441756,0.7170718184641814,0.4147257345347729,7.378870248794556,2.3770580291748047,0.026114940643310547,3338.2265625,95.6,541.6805780111904
4,10,0.7252252252252251,0.4191622882683321,0.0,0.9873206539873206,0.7252416425714057,0.41916420880976124,0.7252252252252251,0.4191622882683321,0.7251582837947674,0.41911750563690664,7.600839138031006,2.447140157222748,0.025829315185546875,3462.26953125,95.0,525.8620338687028
4,11,0.727977977977978,0.4205241075644701,0.0,0.9856523189856523,0.727981733282984,0.42051952994022107,0.727977977977978,0.4205241075644701,0.7278817804433676,0.42046315750121,7.50327205657959,2.439948856830597,0.025752544403076172,3586.54296875,94.4,532.6999309810412
4,12,0.7346513179846512,0.4242869071431499,0.0,0.991991991991992,0.7346921975296291,0.424307631974233,0.7346513179846512,0.4242869071431499,0.734629566089796,0.42427261707295616,7.382945537567139,2.395625352859497,0.02442455291748047,3699.0234375,93.8,541.3818403994655
4,13,0.7370704037370704,0.4256410112780537,0.0,0.9936603269936604,0.7370935128380892,0.4256528059656552,0.7370704037370704,0.4256410112780537,0.7370604361761027,0.42563440666058994,7.4780097007751465,2.439803719520569,0.02575087547302246,3826.65625,94.4,534.4995217615092
4,14,0.7403236569903237,0.42746834428266656,0.0,0.9926593259926594,0.7403222083812593,0.42746681274140835,0.7403236569903237,0.42746834428266656,0.7403069152157297,0.4274582738874437,7.610443115234375,2.445774734020233,0.025310993194580078,3950.2265625,93.9,525.1985565918294
4,15,0.7411578244911579,0.4279438548648139,0.0,0.9956623289956623,0.7411658246839874,0.42794820417674717,0.7411578244911579,0.4279438548648139,0.7411503083809354,0.4279392590612693,7.5403923988342285,2.445217549800873,0.026072978973388672,4063.87890625,95.0,530.0776092341066
4,16,0.7409909909909911,0.42783242704436947,0.0,0.993993993993994,0.740980528453411,0.4278261390035364,0.7409909909909911,0.42783242704436947,0.7409778721895295,0.4278246381198744,7.424204111099243,2.4252636432647705,0.025316953659057617,4196.14453125,93.8,538.373204105522
4,17,0.7432432432432432,0.42914690565453895,0.0,0.9973306639973306,0.7432593866409946,0.4291559397440639,0.7432432432432432,0.42914690565453895,0.7432473934425369,0.42914922623258167,7.77503514289856,2.4119138717651367,0.027072906494140625,4315.0078125,94.4,514.0803160364494
4,18,0.7454954954954955,0.43042450553715117,0.0,0.996996996996997,0.7454989450608047,0.43042642582721297,0.7454954954954955,0.43042450553715117,0.7454944911163599,0.4304238922449313,7.471055746078491,2.4274529218673706,0.025735139846801758,4435.4453125,95.0,534.9970426286293
4,19,0.7453286619953287,0.4303294374331995,0.0,0.9983316649983317,0.7453315907475425,0.4303310893316208,0.7453286619953287,0.4303294374331995,0.7453292999764412,0.4303297902914473,7.609354496002197,2.461679756641388,0.026067495346069336,4555.78515625,95.0,525.2735614395838
4,20,0.7463296629963296,0.4308992084691833,0.0,0.9976643309976644,0.7463343062458393,0.43090187352209,0.7463296629963296,0.4308992084691833,0.74633115138169,0.43090006509106094,7.581622362136841,2.4112791419029236,0.025895118713378906,4712.046875,95.0,527.1948093335367
4,21,0.743993993993994,0.429566320941968,0.0,0.9976643309976644,0.7439995296974644,0.42956940181615005,0.743993993993994,0.429566320941968,0.7439951283171103,0.42956693747267183,7.612945079803467,2.48340106010437,0.026062488555908203,4824.609375,94.4,525.0258373170977
4,22,0.7460794127460795,0.43076215900463466,0.0,0.998998998998999,0.7460843384964844,0.43076498580670974,0.7460794127460795,0.43076215900463466,0.7460801195241702,0.4307625576997904,7.5563085079193115,2.478356182575226,0.025145292282104492,4949.52734375,94.3,528.9611908156697
4,23,0.7467467467467468,0.43114160119092504,0.0,0.998998998998999,0.7467516917708912,0.4311444205036795,0.7467467467467468,0.43114160119092504,0.7467476116909684,0.43114209041466506,7.499712944030762,2.4012494683265686,0.02552175521850586,5070.6953125,95.0,532.9527489932489
4,24,0.7466633299966634,0.4310891369738472,0.0,0.997997997997998,0.7466670038921976,0.43109123752090717,0.7466633299966634,0.4310891369738472,0.7466619699829796,0.4310883355949993,7.455017566680908,2.4329190850257874,0.026963233947753906,5196.01171875,95.0,536.1481312006376
4,25,0.746996996996997,0.4312847901205932,0.0,0.9996663329996663,0.7469983141262191,0.43128554994709795,0.746996996996997,0.4312847901205932,0.7469974017999328,0.43128502324941953,7.550961256027222,2.4603357911109924,0.026709794998168945,5311.51171875,95.0,529.3355261217722
4,26,0.7470804137470803,0.431329035380324,0.0,0.9973306639973306,0.7470845747835482,0.4313314334853622,0.7470804137470803,0.431329035380324,0.7470818080185763,0.43132983996770535,7.6417529582977295,2.456412971019745,0.027019500732421875,5440.35546875,95.6,523.0466148783546
4,27,0.7470804137470805,0.4313331652440702,0.0,0.9996663329996663,0.7470838043562624,0.43133510773356126,0.7470804137470805,0.4313331652440702,0.7470810809808742,0.43133354584719225,7.631753921508789,2.4858332872390747,0.026120662689208984,5556.59765625,95.0,523.7319033780494
4,28,0.7476643309976644,0.43166686790222303,0.0,0.9993326659993327,0.7476647907128638,0.43166713165964354,0.7476643309976644,0.43166686790222303,0.7476644476577046,0.43166693483473784,7.612106084823608,2.4879650473594666,0.02630782127380371,5678.9375,94.4,525.0836389941376
4,29,0.7474974974974975,0.4315725894144074,0.0,0.9993326659993327,0.7475009437363371,0.431574560797791,0.7474974974974975,0.4315725894144074,0.7474982381111033,0.43157301271852355,7.6385602951049805,2.463511824607849,0.026302099227905273,5796.7578125,95.0,523.2653121814867
4,30,0.7479145812479147,0.4318102532834273,0.0,0.9983316649983317,0.7479149419082853,0.43181045190312517,0.7479145812479147,0.4318102532834273,0.7479138299614735,0.43180981590337747,7.624353647232056,2.4812967777252197,0.027148723602294922,5925.4296875,95.0,524.2401599703904
