accuracy,client_id,device_type,gpu_memory_allocated_gb,gpu_memory_reserved_gb,gpu_memory_total_gb,gpu_memory_utilization_pct,gpu_name,loss,phase,round,samples_processed,task,timestamp
0.0,stsb_client_3,cuda,0.027121152,0.04194304,25.756696576,0.10529747834693752,NVIDIA RTX A5000,0.0,training_start,1,0,all_tasks,2026-02-24 09:06:10
0.0,stsb_client_3,cuda,0.088077824,0.11534336,25.756696576,0.34196087118590596,NVIDIA RTX A5000,0.26950467711081727,task_complete,1,393,stsb,2026-02-24 09:06:15
0.0,stsb_client_3,cuda,0.105621504,0.132120576,25.756696576,0.4100739537321636,NVIDIA RTX A5000,0.0,round_complete,1,0,all_tasks,2026-02-24 09:06:23
0.0,stsb_client_3,cuda,0.0880768,0.13631488,25.756696576,0.34195689552079306,NVIDIA RTX A5000,0.0,training_start,2,0,all_tasks,2026-02-24 09:06:58
0.04718933678538385,stsb_client_3,cuda,0.088077824,0.11534336,25.756696576,0.34196087118590596,NVIDIA RTX A5000,0.15031895553460345,task_complete,2,393,stsb,2026-02-24 09:07:02
0.0,stsb_client_3,cuda,0.105621504,0.132120576,25.756696576,0.4100739537321636,NVIDIA RTX A5000,0.0,round_complete,2,0,all_tasks,2026-02-24 09:07:10
0.0,stsb_client_3,cuda,0.0880768,0.13631488,25.756696576,0.34195689552079306,NVIDIA RTX A5000,0.0,training_start,3,0,all_tasks,2026-02-24 09:07:45
0.15214096107628758,stsb_client_3,cuda,0.088077824,0.11534336,25.756696576,0.34196087118590596,NVIDIA RTX A5000,0.12541825708001852,task_complete,3,393,stsb,2026-02-24 09:07:49
0.0,stsb_client_3,cuda,0.105621504,0.132120576,25.756696576,0.4100739537321636,NVIDIA RTX A5000,0.0,round_complete,3,0,all_tasks,2026-02-24 09:07:57
0.0,stsb_client_3,cuda,0.0880768,0.13631488,25.756696576,0.34195689552079306,NVIDIA RTX A5000,0.0,training_start,4,0,all_tasks,2026-02-24 09:08:32
0.11738857300196354,stsb_client_3,cuda,0.088077824,0.11534336,25.756696576,0.34196087118590596,NVIDIA RTX A5000,0.12039801098406315,task_complete,4,393,stsb,2026-02-24 09:08:36
