epoch,train_loss,train_accuracy,timestamp
1,0.6146937924922162,0.6813725490196079,2026-02-25 23:42:29
2,0.549806686106071,0.724400871459695,2026-02-25 23:43:52
3,0.4743072340561154,0.7796840958605664,2026-02-25 23:45:15
4,0.4045880867212946,0.8262527233115469,2026-02-25 23:47:19
5,0.333838774719172,0.8720043572984749,2026-02-25 23:51:49
6,0.285180506464865,0.8981481481481481,2026-02-25 23:54:47
7,0.2436655640971394,0.9196623093681916,2026-02-25 23:57:16
8,0.1958831585456732,0.9422657952069716,2026-02-25 23:59:44
9,0.1831006515078238,0.9507080610021786,2026-02-26 00:02:13
10,0.1291248086015115,0.9667755991285404,2026-02-26 00:04:42
11,0.1139257556103445,0.9689542483660132,2026-02-26 00:07:10
12,0.0880272525090273,0.9787581699346404,2026-02-26 00:09:39
13,0.0894032211021635,0.9793028322440088,2026-02-26 00:12:07
14,0.0687443032469661,0.982843137254902,2026-02-26 00:14:36
15,0.0669088764943629,0.9844771241830066,2026-02-26 00:17:05
16,0.0494650308077511,0.9877450980392156,2026-02-26 00:19:33
17,0.0629843407927369,0.9863834422657952,2026-02-26 00:22:02
18,0.0450806624708737,0.9899237472766884,2026-02-26 00:24:30
19,0.0413298311100284,0.9899237472766884,2026-02-26 00:26:59
20,0.0414008068164033,0.988562091503268,2026-02-26 00:29:27
21,0.0447093876858187,0.9904684095860566,2026-02-26 00:31:56
22,0.0347184324774965,0.9912854030501088,2026-02-26 00:34:25
23,0.0458536697276104,0.9893790849673204,2026-02-26 00:36:53
24,0.046474255943002,0.9882897603485838,2026-02-26 00:39:22
25,0.2769482042534875,0.9368191721132898,2026-02-26 00:41:51
