accuracy,client_id,device_type,gpu_memory_allocated_gb,gpu_memory_reserved_gb,gpu_memory_total_gb,gpu_memory_utilization_pct,gpu_name,loss,phase,round,samples_processed,task,timestamp
0.0,stsb_client_2,cuda,0.175477248,0.34603008,25.756696576,0.681287864234535,NVIDIA RTX A5000,0.0,training_start,1,0,all_tasks,2026-02-18 16:05:08
0.3117934260337158,stsb_client_2,cuda,0.67854848,0.708837376,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.10018229886889457,task_complete,1,394,stsb,2026-02-18 16:05:21
0.0,stsb_client_2,cuda,0.844448256,0.87031808,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,1,0,all_tasks,2026-02-18 16:05:43
0.0,stsb_client_2,cuda,0.678547456,0.87031808,25.756696576,2.634450633053107,NVIDIA RTX A5000,0.0,training_start,2,0,all_tasks,2026-02-18 16:28:36
0.4747863289263342,stsb_client_2,cuda,0.67854848,0.708837376,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.07808466685935855,task_complete,2,394,stsb,2026-02-18 16:28:50
0.0,stsb_client_2,cuda,0.844448256,0.87031808,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,2,0,all_tasks,2026-02-18 16:29:10
0.0,stsb_client_2,cuda,0.678547456,0.87031808,25.756696576,2.634450633053107,NVIDIA RTX A5000,0.0,training_start,3,0,all_tasks,2026-02-18 16:52:07
0.5671068494450547,stsb_client_2,cuda,0.67854848,0.704643072,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.06559433702379465,task_complete,3,394,stsb,2026-02-18 16:52:20
0.0,stsb_client_2,cuda,0.844448256,0.866123776,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,3,0,all_tasks,2026-02-18 16:52:40
0.0,stsb_client_2,cuda,0.678547456,0.866123776,25.756696576,2.634450633053107,NVIDIA RTX A5000,0.0,training_start,4,0,all_tasks,2026-02-18 17:14:13
0.620487299415244,stsb_client_2,cuda,0.67854848,0.704643072,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.0645707980543375,task_complete,4,394,stsb,2026-02-18 17:14:26
0.0,stsb_client_2,cuda,0.844448256,0.866123776,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,4,0,all_tasks,2026-02-18 17:14:46
0.0,stsb_client_2,cuda,0.678547456,0.866123776,25.756696576,2.634450633053107,NVIDIA RTX A5000,0.0,training_start,5,0,all_tasks,2026-02-18 17:36:09
0.6683486658533786,stsb_client_2,cuda,0.67854848,0.704643072,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.05368729934096336,task_complete,5,394,stsb,2026-02-18 17:36:23
0.0,stsb_client_2,cuda,0.844448256,0.866123776,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,5,0,all_tasks,2026-02-18 17:36:43
0.0,stsb_client_2,cuda,0.678547456,0.866123776,25.756696576,2.634450633053107,NVIDIA RTX A5000,0.0,training_start,6,0,all_tasks,2026-02-18 17:58:17
0.7010147420168524,stsb_client_2,cuda,0.67854848,0.704643072,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.05066194072365761,task_complete,6,394,stsb,2026-02-18 17:58:30
0.0,stsb_client_2,cuda,0.844448256,0.866123776,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,6,0,all_tasks,2026-02-18 17:58:49
0.0,stsb_client_2,cuda,0.678547456,0.866123776,25.756696576,2.634450633053107,NVIDIA RTX A5000,0.0,training_start,7,0,all_tasks,2026-02-18 18:20:13
0.6773247927753255,stsb_client_2,cuda,0.67854848,0.704643072,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.05826915947720408,task_complete,7,394,stsb,2026-02-18 18:20:26
0.0,stsb_client_2,cuda,0.844448256,0.866123776,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,7,0,all_tasks,2026-02-18 18:20:45
0.0,stsb_client_2,cuda,0.678547456,0.866123776,25.756696576,2.634450633053107,NVIDIA RTX A5000,0.0,training_start,8,0,all_tasks,2026-02-18 18:42:10
0.7271665376076701,stsb_client_2,cuda,0.67854848,0.704643072,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.047741435393691065,task_complete,8,394,stsb,2026-02-18 18:42:23
0.0,stsb_client_2,cuda,0.844448256,0.866123776,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,8,0,all_tasks,2026-02-18 18:42:43
0.0,stsb_client_2,cuda,0.678547456,0.866123776,25.756696576,2.634450633053107,NVIDIA RTX A5000,0.0,training_start,9,0,all_tasks,2026-02-18 19:04:18
0.701447430784779,stsb_client_2,cuda,0.67854848,0.704643072,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.05240979192778468,task_complete,9,394,stsb,2026-02-18 19:04:31
0.0,stsb_client_2,cuda,0.844448256,0.866123776,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,9,0,all_tasks,2026-02-18 19:04:51
0.0,stsb_client_2,cuda,0.678547456,0.866123776,25.756696576,2.634450633053107,NVIDIA RTX A5000,0.0,training_start,10,0,all_tasks,2026-02-18 19:26:22
0.7224447286945718,stsb_client_2,cuda,0.67854848,0.704643072,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.04745309991762042,task_complete,10,394,stsb,2026-02-18 19:26:36
0.0,stsb_client_2,cuda,0.844448256,0.866123776,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,10,0,all_tasks,2026-02-18 19:26:56
0.0,stsb_client_2,cuda,0.678547456,0.866123776,25.756696576,2.634450633053107,NVIDIA RTX A5000,0.0,training_start,11,0,all_tasks,2026-02-18 19:48:23
0.7368672439773613,stsb_client_2,cuda,0.67854848,0.704643072,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.04704313458874822,task_complete,11,394,stsb,2026-02-18 19:48:36
0.0,stsb_client_2,cuda,0.844448256,0.866123776,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,11,0,all_tasks,2026-02-18 19:48:56
0.0,stsb_client_2,cuda,0.678547456,0.866123776,25.756696576,2.634450633053107,NVIDIA RTX A5000,0.0,training_start,12,0,all_tasks,2026-02-18 20:10:19
0.7224505545244106,stsb_client_2,cuda,0.67854848,0.704643072,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.04936121953651309,task_complete,12,394,stsb,2026-02-18 20:10:32
0.0,stsb_client_2,cuda,0.844448256,0.866123776,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,12,0,all_tasks,2026-02-18 20:10:52
0.0,stsb_client_2,cuda,0.678547456,0.866123776,25.756696576,2.634450633053107,NVIDIA RTX A5000,0.0,training_start,13,0,all_tasks,2026-02-18 20:32:22
0.7303891193165853,stsb_client_2,cuda,0.67854848,0.704643072,25.756696576,2.63445460871822,NVIDIA RTX A5000,0.05175229215994477,task_complete,13,394,stsb,2026-02-18 20:32:35
0.0,stsb_client_2,cuda,0.844448256,0.866123776,25.756696576,3.2785580771520753,NVIDIA RTX A5000,0.0,round_complete,13,0,all_tasks,2026-02-18 20:32:55
