round,responses_received,avg_accuracy,classification_accuracy,regression_accuracy,total_clients,active_clients,training_time,synchronization_events,global_model_version,global_sst2_val_accuracy,global_sst2_val_f1,global_qqp_val_accuracy,global_qqp_val_f1,global_stsb_val_pearson,global_stsb_val_spearman,timestamp
1,3,0.5386,0.7675,0.0808,3,3,273.33,1,1,0.4748,0.5307,0.4202,0.4978,-0.0649,-0.0509,2026-02-05 07:14:50
2,3,0.5858,0.8009,0.1556,3,3,271.4,2,2,0.7202,0.79,0.6476,0.6103,-0.0233,-0.0183,2026-02-05 07:19:22
3,3,0.6531,0.8156,0.3282,3,3,271.01,3,3,0.7477,0.8113,0.7174,0.687,0.0533,0.0602,2026-02-05 07:23:53
4,3,0.6851,0.8269,0.4015,3,3,270.32,4,4,0.8062,0.8471,0.7534,0.7112,0.3042,0.2962,2026-02-05 07:28:23
5,3,0.701,0.8338,0.4355,3,3,271.65,5,5,0.8326,0.8641,0.7461,0.7151,0.43,0.4009,2026-02-05 07:32:55
6,3,0.714,0.8414,0.4592,3,3,270.18,6,6,0.8509,0.8767,0.7616,0.7226,0.4667,0.4334,2026-02-05 07:37:25
7,3,0.7176,0.8459,0.461,3,3,272.13,7,7,0.8635,0.8852,0.7703,0.7244,0.4832,0.4484,2026-02-05 07:41:57
8,3,0.7246,0.8502,0.4734,3,3,271.21,8,8,0.8761,0.8953,0.7714,0.7267,0.4904,0.452,2026-02-05 07:46:28
9,3,0.7346,0.8533,0.4971,3,3,270.58,9,9,0.8842,0.9001,0.7701,0.7284,0.5184,0.4754,2026-02-05 07:50:59
10,3,0.7378,0.8567,0.5,3,3,270.36,10,10,0.8968,0.9096,0.7729,0.731,0.5163,0.4695,2026-02-05 07:55:29
11,3,0.7405,0.859,0.5035,3,3,271.87,11,11,0.8899,0.9046,0.7728,0.7331,0.5212,0.4713,2026-02-05 08:00:01
12,3,0.7414,0.8606,0.5028,3,3,270.42,12,12,0.8991,0.9125,0.7783,0.7359,0.5173,0.4715,2026-02-05 08:04:32
13,3,0.7455,0.862,0.5126,3,3,270.2,13,13,0.8945,0.9089,0.7758,0.735,0.521,0.4725,2026-02-05 08:09:02
14,3,0.7443,0.8643,0.5045,3,3,270.97,14,14,0.8956,0.9102,0.7776,0.7368,0.5206,0.4706,2026-02-05 08:13:33
15,3,0.7421,0.8653,0.4957,3,3,270.18,15,15,0.9014,0.9145,0.7828,0.7398,0.5163,0.4721,2026-02-05 08:18:03
16,3,0.744,0.8674,0.4972,3,3,270.5,16,16,0.8991,0.9125,0.7814,0.7394,0.5164,0.4717,2026-02-05 08:22:33
17,3,0.7571,0.8677,0.5359,3,3,270.09,17,17,0.9002,0.9136,0.7809,0.7397,0.5175,0.4738,2026-02-05 08:27:04
18,3,0.7531,0.8688,0.5215,3,3,271.5,18,18,0.8968,0.9109,0.7828,0.7411,0.5165,0.4726,2026-02-05 08:31:35
19,3,0.7468,0.8696,0.5013,3,3,270.58,19,19,0.8911,0.9066,0.7868,0.7442,0.5182,0.4744,2026-02-05 08:36:06
20,3,0.748,0.8704,0.5032,3,3,270.76,20,20,0.8933,0.9084,0.786,0.7434,0.5139,0.4711,2026-02-05 08:40:36
21,3,0.7528,0.8702,0.518,3,3,272.7,21,21,0.8968,0.9114,0.7889,0.7457,0.5171,0.4734,2026-02-05 08:45:09
22,3,0.7451,0.8723,0.4905,3,3,271.2,22,22,0.8933,0.9087,0.7899,0.7465,0.5174,0.474,2026-02-05 08:49:40
23,3,0.755,0.8723,0.5203,3,3,272.41,23,23,0.8968,0.9111,0.7941,0.7488,0.5153,0.4739,2026-02-05 08:54:13
24,3,0.7464,0.8724,0.4943,3,3,270.28,24,24,0.8956,0.9102,0.7938,0.7488,0.5141,0.473,2026-02-05 08:58:43
25,3,0.7494,0.8732,0.5019,3,3,272.17,25,25,0.8922,0.9078,0.795,0.7494,0.5134,0.4727,2026-02-05 09:03:15
