client_id,round_num,participated,participation_rate,consecutive_participations,total_participations,data_samples,data_distribution,data_heterogeneity_score,local_accuracy,local_precision,local_recall,local_f1_score,local_loss,contribution_weight,per_class_precision,per_class_recall,per_class_f1,confusion_matrix_flat,upload_time,download_time,parameter_size_bytes
no_lora_client_1,1,True,1.0,1,1,999,"{""class_0"": 426, ""class_1"": 573}",0.5405688342313061,0.5482148815482148,0.513173108789374,0.5482148815482148,0.49747105742873843,0.682462126174301,999,"{'0': 0.4306569343065693, '1': 0.5745202123315639}","{'0': 0.18466353677621283, '1': 0.8184991273996509}","{'0': 0.25848849945235486, '1': 0.6751439539347409}","[236, 1042, 312, 1407]",1.490764856338501,0.0,15890432
no_lora_client_3,1,True,1.0,1,1,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 682, ""bin_4"": 318}",1.097945399680406,0.0,0.0,0.0,0.0,0.09702958222897477,1000,{},{},{},[],1.5175514221191406,0.0,15890432
no_lora_client_3,2,True,1.0,2,2,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 682, ""bin_4"": 318}",1.3855440797291867,0.0,0.0,0.0,0.0,0.010030289160866271,1000,{},{},{},[],1.710132360458374,0.0,15890432
no_lora_client_1,2,True,1.0,2,2,999,"{""class_0"": 426, ""class_1"": 573}",0.39884992324734153,0.6212879546212879,0.680647399877674,0.6212879546212879,0.5383503570899357,0.6518157506115222,999,"{'0': 0.7803921568627451, '1': 0.6064916119620715}","{'0': 0.15571205007824726, '1': 0.9674229203025014}","{'0': 0.25962165688193084, '1': 0.7455727415377718}","[199, 1079, 56, 1663]",1.7964472770690918,0.0,15890432
no_lora_client_4,2,True,0.5,1,1,999,"{""class_0"": 931, ""class_1"": 68}",0.503236780052018,0.913913913913914,0.8740194550158751,0.913913913913914,0.8924811393154274,0.3887984404172847,999,"{'0': 0.9321513808387317, '1': 0.078125}","{'0': 0.9788757608306481, '1': 0.024509803921568627}","{'0': 0.9549423681453021, '1': 0.03731343283582089}","[2734, 59, 199, 5]",1.9786722660064697,0.0,15890432
no_lora_client_3,3,True,1.0,3,3,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 682, ""bin_4"": 318}",1.6086375922633311,0.0,0.0,0.0,0.0,0.009119329029181725,1000,{},{},{},[],2.315474510192871,0.0,15890432
no_lora_client_1,3,True,1.0,3,3,999,"{""class_0"": 426, ""class_1"": 573}",0.23355659964016168,0.7280613947280614,0.7305173430644072,0.7280613947280614,0.7199236363762646,0.5768156026406263,999,"{'0': 0.7434279705573081, '1': 0.7209188660801564}","{'0': 0.55320813771518, '1': 0.8580570098894706}","{'0': 0.6343651861821444, '1': 0.7835325365205843}","[707, 571, 244, 1475]",2.347342014312744,0.0,15890432
no_lora_client_4,3,True,0.6666666666666666,2,2,999,"{""class_0"": 931, ""class_1"": 68}",0.6717796369069503,0.9319319319319319,0.868497125754383,0.9319319319319319,0.8990970244856256,0.25952743033252695,999,"{'0': 0.9319319319319319, '1': 0.0}","{'0': 1.0, '1': 0.0}","{'0': 0.9647668393782384, '1': 0.0}","[2793, 0, 204, 0]",2.341116189956665,0.0,15890432
no_lora_client_2,3,True,0.3333333333333333,1,1,999,"{""class_0"": 613, ""class_1"": 386}",0.25042041268645526,0.6032699366032699,0.5107640903562831,0.6032699366032699,0.48152645959228824,0.6677668696988828,999,"{'0': 0.6123013130615066, '1': 0.34951456310679613}","{'0': 0.9635671560630777, '1': 0.031088082901554404}","{'0': 0.7487851257130784, '1': 0.057097541633624106}","[1772, 67, 1122, 36]",2.5064046382904053,0.0,15890432
no_lora_client_3,4,True,1.0,4,4,1000,"{""bin_0"": 0, ""bin_1"": 0, ""bin_2"": 0, ""bin_3"": 682, ""bin_4"": 318}",1.6086375922633311,0.0,0.0,0.0,0.0,0.00888266381635158,1000,{},{},{},[],2.6497116088867188,0.0,15890432
