num_clients,round_num,average_accuracy,accuracy_std,worst_client_accuracy,best_client_accuracy,average_precision,precision_std,average_recall,recall_std,average_f1_score,f1_score_std,total_communication_time,average_client_latency,aggregation_time,memory_usage_mb,cpu_utilization,throughput_samples_per_sec
2,1,0.2932932932932933,0.2932932932932933,0.0,0.5865865865865866,0.2974125399885068,0.2974125399885068,0.2932932932932933,0.2932932932932933,0.24058427257609916,0.24058427257609916,4.755519390106201,1.5003175735473633,0.016996145248413086,1654.43359375,93.8,420.3525470859109
3,2,0.5310866421977534,0.39098904268116624,0.0,0.92992992992993,0.5237144926042087,0.3793264580100242,0.5310866421977534,0.39098904268116624,0.5090861013150715,0.3767938235247567,5.8140928745269775,1.8183327515920003,0.02023911476135254,2066.5078125,94.4,515.6425170607255
4,3,0.5764931598264931,0.35286341290042994,0.0,0.9319319319319319,0.538110093141585,0.33745151623314945,0.5764931598264931,0.35286341290042994,0.5381766899612768,0.345086370414764,6.827561378479004,2.3164857625961304,0.02392888069152832,2538.11328125,93.8,585.4202577651507
4,4,0.6027694361027695,0.363874878838829,0.0,0.9319319319319319,0.5860885996871682,0.35013449468911556,0.6027694361027695,0.363874878838829,0.5758137429503193,0.35574809403974755,6.920588731765747,2.340500831604004,0.02385854721069336,2698.67578125,93.7,577.5510448132231
4,5,0.6320487153820487,0.3752008176791145,0.0,0.9325992659325992,0.6319092925827924,0.3758690112166891,0.6320487153820487,0.3752008176791145,0.6199750840723328,0.36820510866430844,7.240247488021851,2.369925558567047,0.024040699005126953,2821.1640625,93.8,552.0520068410505
4,6,0.6574074074074074,0.3868419834797327,0.0,0.9476142809476142,0.6562341483112848,0.386330251726259,0.6574074074074074,0.3868419834797327,0.6532658428277881,0.38407952037538723,6.863747596740723,2.320323884487152,0.024309635162353516,2969.64453125,93.8,582.3338613762199
4,7,0.6844344344344344,0.3990456013231667,0.0,0.9669669669669669,0.6840896361773954,0.3987639662968934,0.6844344344344344,0.3990456013231667,0.6836629035918466,0.3984840841557624,7.076112747192383,2.3487197756767273,0.024181842803955078,3092.703125,93.8,564.857128551897
4,8,0.7027027027027027,0.40754887022628267,0.0,0.9769769769769769,0.7025550828620719,0.4074328697061532,0.7027027027027027,0.40754887022628267,0.702417176196745,0.4073495606306995,7.081900596618652,2.370989441871643,0.023888826370239258,3208.66015625,94.3,564.3954676486588
4,9,0.712962962962963,0.4130570639135088,0.0,0.9856523189856523,0.7131486320005948,0.4131240326696016,0.712962962962963,0.4130570639135088,0.7129282847002275,0.41301625443002893,7.1233556270599365,2.349401831626892,0.024092912673950195,3337.203125,94.3,561.1109969117301
4,10,0.721971971971972,0.417513317326696,0.0,0.988988988988989,0.7219965182644387,0.41751816520088236,0.721971971971972,0.417513317326696,0.7219571663657609,0.4174997638587985,7.117446422576904,2.389792501926422,0.024016141891479492,3454.7734375,93.8,561.5768541528035
4,11,0.729396062729396,0.4214566227444249,0.0,0.9923256589923256,0.729508659410421,0.421512249986947,0.729396062729396,0.4214566227444249,0.7294071105770367,0.4214596716055226,7.069999933242798,2.3531301021575928,0.024349689483642578,3573.1640625,93.8,565.3456058111718
4,12,0.7323156489823157,0.4230666895498083,0.0,0.992992992992993,0.7323570537089004,0.42308659828624157,0.7323156489823157,0.4230666895498083,0.7323199857634242,0.4230676108796163,7.084811449050903,2.3864710330963135,0.024647951126098633,3696.05078125,93.7,564.1636765337402
4,13,0.7360694027360695,0.42513058407180626,0.0,0.9956623289956623,0.7361071032072471,0.42515025512671584,0.7360694027360695,0.42513058407180626,0.7360763459979817,0.42513383981187297,6.964351654052734,2.3665359020233154,0.02415156364440918,3817.203125,94.3,573.9217297410695
4,14,0.7407407407407407,0.4277247200549417,0.0,0.9966633299966633,0.7407730628475565,0.4277425436098769,0.7407407407407407,0.4277247200549417,0.7407472346205181,0.4277282420864706,7.041304111480713,2.3615614771842957,0.02407670021057129,3942.24609375,93.8,567.6495674391927
4,15,0.7420754087420754,0.4284831915330409,0.0,0.997997997997998,0.7420845895812668,0.4284884413044617,0.7420754087420754,0.4284831915330409,0.7420787411380019,0.4284850966925226,7.242004632949829,2.3822323083877563,0.024116992950439453,4060.88671875,93.8,551.9182975800528
4,16,0.7417417417417417,0.4283121229355855,0.0,0.998998998998999,0.7417548576877893,0.42831936953783,0.7417417417417417,0.4283121229355855,0.7417449656651705,0.42831385936849975,7.308176755905151,2.3900861740112305,0.024319887161254883,4216.0234375,93.8,546.9207634260976
4,17,0.7437437437437437,0.4294242442077541,0.0,0.9976643309976644,0.7437471998276964,0.4294261440335034,0.7437437437437437,0.4294242442077541,0.743743512887741,0.42942406022159063,6.943562746047974,2.3415251970291138,0.024073362350463867,4333.0859375,94.3,575.6402163383283
4,18,0.7460794127460795,0.43076584200682255,0.0,0.9986653319986654,0.7460849243440605,0.4307689600247557,0.7460794127460795,0.43076584200682255,0.7460808721419785,0.4307666660106252,7.031485080718994,2.372420370578766,0.023761987686157227,4457.72265625,93.8,568.4422533442361
4,19,0.7457457457457457,0.43057014697705154,0.0,0.998998998998999,0.7457479747566674,0.4305713995478066,0.7457457457457457,0.43057014697705154,0.7457461741706298,0.4305703812693176,6.897615194320679,2.3655030131340027,0.02410745620727539,4585.3046875,93.8,579.4747617058797
4,20,0.7458291624958291,0.430615419053233,0.0,0.997997997997998,0.7458405739899081,0.43062188025721654,0.7458291624958291,0.430615419053233,0.7458313413901416,0.4306166520625723,7.006481409072876,2.365613579750061,0.0240325927734375,4701.0625,93.8,570.4708206721372
4,21,0.7464130797464131,0.43094801439439806,0.0,0.998998998998999,0.746416966204728,0.4309502365767573,0.7464130797464131,0.43094801439439806,0.7464137538194222,0.4309483968584583,7.0076634883880615,2.3519310355186462,0.0239412784576416,4849.51171875,93.8,570.374669271565
4,22,0.7459125792459126,0.4306687488342162,0.0,0.9986653319986654,0.7459174935273309,0.4306715177394462,0.7459125792459126,0.4306687488342162,0.7459133014524024,0.4306691406402504,7.218348979949951,2.3722710609436035,0.02475452423095703,4972.09375,93.8,553.7268345133715
4,23,0.745995995995996,0.43070854998890534,0.0,0.9986653319986654,0.7460038656235284,0.4307130397491172,0.745995995995996,0.43070854998890534,0.7459975538908843,0.4307094389374123,7.279223680496216,2.399288833141327,0.024232864379882812,5087.91796875,93.8,549.096170477245
4,24,0.745995995995996,0.4307105532784002,0.0,0.9993326659993327,0.7460029372227791,0.4307145501348289,0.745995995995996,0.4307105532784002,0.7459975538132402,0.4307114502800642,7.073653697967529,2.379067599773407,0.024248838424682617,5214.296875,94.3,565.053492272164
4,25,0.746996996996997,0.4312849191926738,0.0,0.9983316649983317,0.7470006066119061,0.431286981331086,0.746996996996997,0.4312849191926738,0.7469978200244016,0.4312853882269039,6.857527732849121,2.346620798110962,0.023773193359375,5337.8203125,93.7,582.8620648030249
4,26,0.7470804137470805,0.43132922896857046,0.0,0.9983316649983317,0.7470823125415995,0.4313303146966111,0.7470804137470805,0.43132922896857046,0.7470804974258775,0.4313292733917528,6.60493803024292,2.276577591896057,0.023824453353881836,5455.5,94.4,605.152179088248
4,27,0.7477477477477478,0.43171603834402056,0.0,0.9993326659993327,0.7477531203954741,0.4317191339366013,0.7477477477477478,0.43171603834402056,0.7477488197149645,0.43171665590574393,7.032357931137085,2.3580554127693176,0.02419447898864746,5578.23046875,93.8,568.3716410755393
4,28,0.747997997997998,0.431860196913711,0.0,0.9993326659993327,0.748000224880808,0.431861472656314,0.747997997997998,0.431860196913711,0.7479980909591104,0.43186024627572944,7.036474704742432,2.3724040389060974,0.023797035217285156,5701.453125,93.8,568.0391475465271
4,29,0.7481648314981648,0.43195589465381723,0.0,0.9996663329996663,0.7481665685230023,0.43195689811371357,0.7481648314981648,0.43195589465381723,0.7481648812711215,0.4319559229626594,7.047562599182129,2.374586045742035,0.024109840393066406,5819.14453125,94.4,567.1453792370856
4,30,0.7477477477477478,0.43171410419217154,0.0,0.998998998998999,0.7477515823921157,0.43171631470133454,0.7477477477477478,0.43171410419217154,0.7477485067450382,0.43171454261056696,6.992797136306763,2.366886615753174,0.02385687828063965,5937.375,93.8,571.5871007168743
