round,responses_received,avg_accuracy,classification_accuracy,regression_accuracy,total_clients,active_clients,training_time,synchronization_events,global_model_version,global_sst2_val_accuracy,global_sst2_val_f1,global_qqp_val_accuracy,global_qqp_val_f1,global_stsb_val_pearson,global_stsb_val_spearman,timestamp
1,3,0.5136,0.7404,0.0599,3,3,291.61,1,1,0.4392,0.0468,0.4420,0.5260,0.1233,0.1132,2026-02-05 22:19:37
2,3,0.5368,0.7738,0.0628,3,3,296.88,2,2,0.5745,0.4139,0.5610,0.5963,0.0933,0.0807,2026-02-05 22:24:34
3,3,0.5647,0.7908,0.1124,3,3,293.75,3,3,0.7466,0.7255,0.6930,0.6596,0.1310,0.1096,2026-02-05 22:29:28
4,3,0.6116,0.7995,0.2358,3,3,293.55,4,4,0.8073,0.8100,0.7394,0.6842,0.2347,0.1984,2026-02-05 22:34:21
5,3,0.6387,0.8080,0.3001,3,3,293.01,5,5,0.8394,0.8491,0.7609,0.7000,0.3457,0.2911,2026-02-05 22:39:14
6,3,0.6481,0.8145,0.3153,3,3,278.64,6,6,0.8337,0.8415,0.7638,0.7075,0.3986,0.3376,2026-02-05 22:43:53
7,3,0.6610,0.8190,0.3452,3,3,283.92,7,7,0.8532,0.8635,0.7691,0.7098,0.4317,0.3709,2026-02-05 22:48:37
8,3,0.6768,0.8233,0.3837,3,3,282.30,8,8,0.8567,0.8672,0.7665,0.7194,0.4509,0.3948,2026-02-05 22:53:19
9,3,0.6769,0.8265,0.3776,3,3,276.77,9,9,0.8589,0.8704,0.7620,0.7229,0.4558,0.4025,2026-02-05 22:57:56
10,3,0.6820,0.8288,0.3884,3,3,299.34,10,10,0.8647,0.8750,0.7580,0.7225,0.4669,0.4119,2026-02-05 23:02:55
11,3,0.6833,0.8309,0.3883,3,3,301.08,11,11,0.8647,0.8758,0.7630,0.7240,0.4688,0.4174,2026-02-05 23:07:56
12,3,0.6927,0.8336,0.4107,3,3,299.98,12,12,0.8693,0.8800,0.7679,0.7263,0.4768,0.4275,2026-02-05 23:12:56
13,3,0.6964,0.8359,0.4174,3,3,303.14,13,13,0.8670,0.8774,0.7721,0.7284,0.4729,0.4243,2026-02-05 23:18:00
14,3,0.6977,0.8365,0.4201,3,3,302.23,14,14,0.8727,0.8835,0.7722,0.7300,0.4792,0.4295,2026-02-05 23:23:02
15,3,0.6993,0.8380,0.4220,3,3,301.21,15,15,0.8750,0.8861,0.7687,0.7292,0.4828,0.4354,2026-02-05 23:28:03
16,3,0.7010,0.8378,0.4273,3,3,305.06,16,16,0.8784,0.8896,0.7722,0.7306,0.4830,0.4382,2026-02-05 23:33:08
17,3,0.6985,0.8396,0.4165,3,3,301.88,17,17,0.8830,0.8942,0.7761,0.7318,0.4813,0.4368,2026-02-05 23:38:10
18,3,0.7049,0.8413,0.4320,3,3,303.92,18,18,0.8819,0.8933,0.7813,0.7327,0.4826,0.4386,2026-02-05 23:43:14
19,3,0.7091,0.8417,0.4440,3,3,277.17,19,19,0.8830,0.8944,0.7789,0.7331,0.4838,0.4401,2026-02-05 23:47:51
20,3,0.7032,0.8424,0.4249,3,3,276.24,20,20,0.8819,0.8935,0.7826,0.7353,0.4837,0.4425,2026-02-05 23:52:27
21,3,0.7051,0.8426,0.4302,3,3,275.69,21,21,0.8842,0.8953,0.7843,0.7362,0.4813,0.4409,2026-02-05 23:57:03
22,3,0.7029,0.8435,0.4216,3,3,276.30,22,22,0.8819,0.8937,0.7864,0.7350,0.4798,0.4411,2026-02-06 00:01:39
23,3,0.7028,0.8438,0.4210,3,3,274.50,23,23,0.8830,0.8946,0.7882,0.7354,0.4803,0.4415,2026-02-06 00:06:14
24,3,0.7009,0.8442,0.4142,3,3,266.57,24,24,0.8807,0.8926,0.7916,0.7364,0.4790,0.4405,2026-02-06 00:10:40
25,3,0.7041,0.8449,0.4223,3,3,266.57,25,25,0.8830,0.8946,0.7922,0.7361,0.4789,0.4408,2026-02-06 00:15:07
26,3,0.7077,0.8452,0.4326,3,3,266.98,26,26,0.8830,0.8946,0.7928,0.7360,0.4804,0.4430,2026-02-06 00:19:34
27,3,0.7121,0.8455,0.4454,3,3,266.90,27,27,0.8842,0.8956,0.7935,0.7361,0.4800,0.4427,2026-02-06 00:24:01
28,3,0.7057,0.8454,0.4261,3,3,266.94,28,28,0.8842,0.8958,0.7944,0.7348,0.4774,0.4406,2026-02-06 00:28:28
29,3,0.7096,0.8460,0.4368,3,3,266.84,29,29,0.8819,0.8941,0.7960,0.7345,0.4792,0.4416,2026-02-06 00:32:55
30,3,0.7139,0.8460,0.4499,3,3,267.31,30,30,0.8830,0.8951,0.7957,0.7339,0.4783,0.4418,2026-02-06 00:37:22
31,3,0.7111,0.8462,0.4409,3,3,266.52,31,31,0.8830,0.8951,0.7969,0.7336,0.4789,0.4426,2026-02-06 00:41:48
32,3,0.7055,0.8466,0.4233,3,3,267.23,32,32,0.8830,0.8951,0.7972,0.7330,0.4793,0.4429,2026-02-06 00:46:16
33,3,0.7007,0.8463,0.4096,3,3,266.99,33,33,0.8819,0.8944,0.7977,0.7329,0.4786,0.4427,2026-02-06 00:50:43
34,3,0.7084,0.8471,0.4309,3,3,267.09,34,34,0.8819,0.8941,0.7976,0.7312,0.4779,0.4424,2026-02-06 00:55:10
35,3,0.7042,0.8466,0.4195,3,3,266.64,35,35,0.8842,0.8960,0.7979,0.7308,0.4786,0.4431,2026-02-06 00:59:36
36,3,0.7127,0.8462,0.4456,3,3,266.43,36,36,0.8842,0.8960,0.7983,0.7290,0.4785,0.4431,2026-02-06 01:04:03
37,3,0.7133,0.8460,0.4479,3,3,272.07,37,37,0.8830,0.8951,0.7985,0.7277,0.4776,0.4426,2026-02-06 01:08:35
38,3,0.7115,0.8467,0.4410,3,3,268.04,38,38,0.8830,0.8951,0.7987,0.7280,0.4769,0.4419,2026-02-06 01:13:03
39,3,0.7075,0.8469,0.4287,3,3,267.37,39,39,0.8842,0.8962,0.7990,0.7261,0.4766,0.4417,2026-02-06 01:17:30
40,3,0.7106,0.8476,0.4366,3,3,266.65,40,40,0.8830,0.8951,0.7981,0.7230,0.4767,0.4420,2026-02-06 01:21:57
41,3,0.7098,0.8475,0.4344,3,3,268.30,41,41,0.8853,0.8969,0.7983,0.7214,0.4762,0.4416,2026-02-06 01:26:25
42,3,0.7077,0.8473,0.4285,3,3,266.94,42,42,0.8853,0.8969,0.7975,0.7187,0.4757,0.4415,2026-02-06 01:30:52
43,3,0.7070,0.8473,0.4265,3,3,267.30,43,43,0.8853,0.8969,0.7975,0.7174,0.4757,0.4416,2026-02-06 01:35:19
44,3,0.7129,0.8482,0.4425,3,3,266.58,44,44,0.8842,0.8960,0.7974,0.7166,0.4753,0.4412,2026-02-06 01:39:46
45,3,0.7121,0.8479,0.4404,3,3,270.70,45,45,0.8842,0.8960,0.7977,0.7163,0.4750,0.4411,2026-02-06 01:44:17
